"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_VIC01_72hpi_child_Infected-Ciliated_uninfected_child_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000108244"	"ENSG00000108244"	1.10062759645613e-06	9.88297008960108e-08	3	1	-0.161474099605552	1	1
"ENSG00000280071"	"ENSG00000280071"	2.61884975430689e-19	1.14262144697687e-07	5	1	-0.446954633885702	1	1
"ENSG00000113282"	"ENSG00000113282"	6.95780031552376e-09	1.22233721916987e-07	7	2	0.29482776013292	1	1
"ENSG00000104164"	"ENSG00000104164"	2.03928275551826e-31	1.37858283310808e-07	5	1	-0.879327819025599	1	0.666666666666667
"ENSG00000146223"	"ENSG00000146223"	5.18492571073679e-22	1.45044782390032e-07	8	1	0.346450846993725	1	1
"ENSG00000136770"	"ENSG00000136770"	1.30629765883154e-09	1.98895142620539e-07	3	1	-0.538296064954444	1	1
"ENSG00000135773"	"ENSG00000135773"	6.39369678286126e-12	2.26031504477115e-07	4	1	0.64667351836199	1	0.833333333333333
"ENSG00000123240"	"ENSG00000123240"	3.60549512086044e-61	2.34803979358832e-07	12	1	-0.418418116008853	1	1
"ENSG00000164442"	"ENSG00000164442"	1.33671080010141e-06	3.4751795661237e-07	3	2	0.24080073211411	1	1
"ENSG00000156453"	"ENSG00000156453"	2.11335272235193e-07	3.49963282031202e-07	4	2	-0.624516395703753	1	1
"ENSG00000078674"	"ENSG00000078674"	4.11256262815878e-33	3.74034891262234e-07	9	1	0.21781005361817	1	1
"ENSG00000163093"	"ENSG00000163093"	1.99026960476328e-06	4.54916630765082e-07	4	1	0.63659121385485	1	1
"ENSG00000170873"	"ENSG00000170873"	2.39334374789651e-07	5.03899055684367e-07	5	1	0.436745739925563	1	1
"ENSG00000198736"	"ENSG00000198736"	7.09734512132867e-10	5.34889361274533e-07	3	1	-0.410401066181041	1	1
"ENSG00000132780"	"ENSG00000132780"	4.36120238999152e-05	5.40520431268869e-07	6	1	-0.244097919227362	1	1
"ENSG00000105388"	"ENSG00000105388"	7.31296269354847e-11	5.5248610603955e-07	5	1	-0.648715864420061	1	0.833333333333333
"ENSG00000111907"	"ENSG00000111907"	2.52287244911272e-05	8.28313523959437e-07	5	2	-0.333129506706373	1	1
"ENSG00000117528"	"ENSG00000117528"	3.27382322363437e-17	8.53068549584304e-07	4	2	0.819436672299384	1	0.833333333333333
"ENSG00000151715"	"ENSG00000151715"	1.64794272378184e-07	1.01775025274236e-06	5	2	0.2744766356668	1	1
"ENSG00000132286"	"ENSG00000132286"	1.5910152405121e-06	1.1261021077842e-06	4	2	0.393768671506597	1	1
"ENSG00000147676"	"ENSG00000147676"	2.52380660407231e-16	1.20172885142511e-06	4	1	-0.189000096329551	1	1
"ENSG00000081277"	"ENSG00000081277"	2.4517378135314e-10	1.27465062065443e-06	3	1	-0.791538555999494	1	1
"ENSG00000105655"	"ENSG00000105655"	1.46878723147797e-32	1.32963253054138e-06	5	1	0.369862429728998	1	1
"ENSG00000152642"	"ENSG00000152642"	2.22380575424748e-10	1.61233970943577e-06	3	1	0.631081635133377	1	0.833333333333333
"ENSG00000205336"	"ENSG00000205336"	3.51647800696451e-06	1.84095322420346e-06	3	1	0.622801873467064	1	1
"ENSG00000140943"	"ENSG00000140943"	6.6575859723942e-19	2.11099836186768e-06	4	1	0.341145590549408	1	1
"ENSG00000231160"	"ENSG00000231160"	7.84812583794923e-06	2.23727122907931e-06	3	2	0.480325746556713	1	0.833333333333333
"ENSG00000101246"	"ENSG00000101246"	4.13785579871637e-17	2.33078937904733e-06	7	1	0.415030505029046	1	1
"ENSG00000158435"	"ENSG00000158435"	1.10155246629953e-06	2.57508328992568e-06	4	1	0.401319358100209	1	1
"ENSG00000100284"	"ENSG00000100284"	2.55228643112595e-05	2.63391906804226e-06	6	1	0.57938719859253	1	0.833333333333333
"ENSG00000204344"	"ENSG00000204344"	9.46050860875525e-14	3.47580880643798e-06	6	1	0.382607797749778	1	1
"ENSG00000124155"	"ENSG00000124155"	1.09987110564022e-10	3.55921991685646e-06	3	1	0.361551107977953	1	1
"ENSG00000176945"	"ENSG00000176945"	6.77017412320049e-12	4.4345838778615e-06	7	1	-0.290345741935111	1	1
"ENSG00000148341"	"ENSG00000148341"	1.33655732775415e-18	4.79283966674644e-06	7	2	-0.195923289488017	1	1
"ENSG00000064419"	"ENSG00000064419"	1.00770215082847e-05	4.98508689084482e-06	3	1	0.76341629668202	1	1
"ENSG00000143622"	"ENSG00000143622"	3.42642287170329e-21	5.20007682307629e-06	6	1	0.411820210119772	1	1
"ENSG00000064199"	"ENSG00000064199"	3.22368522821702e-41	5.72144767198484e-06	3	1	0.983357687796617	1	0.833333333333333
"ENSG00000177479"	"ENSG00000177479"	7.91407776459304e-06	6.24963145810606e-06	7	1	0.458096280548598	1	1
"ENSG00000175106"	"ENSG00000175106"	3.27809919617139e-05	6.46525897569925e-06	3	1	0.607337505214663	1	1
"ENSG00000104979"	"ENSG00000104979"	2.44656663717046e-19	6.59833737157109e-06	4	2	0.901644422982738	1	1
"ENSG00000109180"	"ENSG00000109180"	2.00048559620694e-30	6.69555045295119e-06	4	1	0.17280040812519	1	1
"ENSG00000057663"	"ENSG00000057663"	7.38256186090176e-12	6.74536268766691e-06	6	2	-0.355159432461086	1	1
"ENSG00000077942"	"ENSG00000077942"	1.145600668838e-09	7.64560908760957e-06	4	1	0.224017365138903	1	1
"ENSG00000236287"	"ENSG00000236287"	7.03221001822783e-06	8.27473760797145e-06	4	1	0.57214892332946	1	1
"ENSG00000197748"	"ENSG00000197748"	5.67683309432513e-12	8.27513726437861e-06	6	1	0.326988139337619	1	1
"ENSG00000181085"	"ENSG00000181085"	1.37514612368976e-12	8.34875680742615e-06	7	1	0.325242633098426	1	1
"ENSG00000100918"	"ENSG00000100918"	1.65997431479622e-15	8.52671668796373e-06	5	1	0.557637194361408	1	1
"ENSG00000243789"	"ENSG00000243789"	3.16680480407364e-08	8.55786279874266e-06	4	1	0.410800450402173	1	1
"ENSG00000132470"	"ENSG00000132470"	1.44404104735164e-49	8.7593243340272e-06	8	1	-0.41544624124204	1	1
"ENSG00000183734"	"ENSG00000183734"	4.92272646646868e-08	8.86538151954252e-06	3	1	-0.507436813356836	1	1
"ENSG00000204618"	"ENSG00000204618"	1.42941984452003e-07	9.5323349747574e-06	4	2	-0.262467124996665	1	1
"ENSG00000196352"	"ENSG00000196352"	7.03945176519747e-10	9.79399998802559e-06	5	1	-0.214234478836274	1	1
"ENSG00000136147"	"ENSG00000136147"	3.02287800586624e-08	1.14510033595858e-05	6	1	0.419362425297479	1	1
"ENSG00000102119"	"ENSG00000102119"	5.85117267986612e-21	1.1499201282606e-05	5	1	0.372354288705619	1	1
"ENSG00000182934"	"ENSG00000182934"	9.41710773669068e-08	1.22963447195084e-05	4	1	0.290773706568753	1	1
"ENSG00000128626"	"ENSG00000128626"	0.000108283105475786	1.23151625429369e-05	3	2	0.326431762879101	1	1
"ENSG00000169228"	"ENSG00000169228"	1.0594634540882e-09	1.26942198881307e-05	5	1	0.467015635198179	1	1
"ENSG00000177427"	"ENSG00000177427"	3.01765852491538e-07	1.37842779429069e-05	3	1	-0.558588177561565	1	1
"ENSG00000139597"	"ENSG00000139597"	9.93761789561095e-05	1.42607296414932e-05	5	1	0.749998868780575	1	0.833333333333333
"ENSG00000134108"	"ENSG00000134108"	1.7790390001057e-07	1.47643068726429e-05	4	1	-0.592466966144692	1	0.833333333333333
"ENSG00000136235"	"ENSG00000136235"	1.36112877988352e-08	1.51723807180386e-05	6	2	-0.318529029397218	1	1
"ENSG00000274265"	"ENSG00000274265"	1.31357498291324e-08	1.61941804880207e-05	5	1	0.291297400675919	1	1
"ENSG00000166145"	"ENSG00000166145"	9.76057362851519e-37	1.62011254656706e-05	8	1	0.275752946937802	1	1
"ENSG00000046647"	"ENSG00000046647"	1.19776217123537e-14	1.66439944948929e-05	5	2	0.487179366465686	1	1
"ENSG00000144908"	"ENSG00000144908"	6.60889462472832e-09	1.75547908040632e-05	8	1	-0.327047673834269	1	1
"ENSG00000138668"	"ENSG00000138668"	1.29438101689873e-06	1.7687121256469e-05	6	2	0.253374704301062	1	1
"ENSG00000114446"	"ENSG00000114446"	5.80747709768428e-08	1.95665075541333e-05	3	1	0.949548848055503	1	0.666666666666667
"ENSG00000169359"	"ENSG00000169359"	6.27280253281489e-15	1.97896371144544e-05	4	1	-0.829783574600343	1	0.833333333333333
"ENSG00000132356"	"ENSG00000132356"	9.99131768216164e-12	1.99341662615504e-05	3	2	-0.647365464499005	1	1
"ENSG00000005801"	"ENSG00000005801"	2.10079932270512e-08	2.077977072695e-05	6	2	0.529184370575592	1	0.833333333333333
"ENSG00000154518"	"ENSG00000154518"	1.56336927725314e-06	2.19943947338414e-05	5	1	0.29957908289202	1	1
"ENSG00000107262"	"ENSG00000107262"	4.71047773557297e-09	2.26004285223563e-05	3	1	-0.381560336405299	1	1
"ENSG00000160838"	"ENSG00000160838"	7.22009503003942e-08	2.3027330026769e-05	5	1	0.290990659255206	1	1
"ENSG00000155324"	"ENSG00000155324"	3.55842599894146e-10	2.31451695269523e-05	7	1	0.489766719840209	1	1
"ENSG00000072042"	"ENSG00000072042"	3.37414257972928e-06	2.49829844604432e-05	3	1	0.191958116591465	1	1
"ENSG00000023572"	"ENSG00000023572"	4.63291178017312e-10	2.56847235308101e-05	3	1	0.395965867978729	1	1
"ENSG00000137693"	"ENSG00000137693"	3.87134764232236e-09	2.76438572131554e-05	5	2	-0.519607395291235	1	1
"ENSG00000100083"	"ENSG00000100083"	1.21775867603973e-09	2.90397856440014e-05	4	1	-0.437464659099954	1	1
"ENSG00000100225"	"ENSG00000100225"	2.98793188806263e-07	3.30084855335009e-05	5	1	0.263544427296488	1	1
"ENSG00000204711"	"ENSG00000204711"	1.12274700281918e-18	3.52029901646262e-05	7	1	-0.229626459831807	1	1
"ENSG00000118705"	"ENSG00000118705"	3.55162997941021e-11	3.92044128421519e-05	3	1	0.270268411442569	1	1
"ENSG00000271133"	"ENSG00000271133"	2.0366346018813e-15	4.02127308825154e-05	5	1	0.728574221544743	1	1
"ENSG00000149573"	"ENSG00000149573"	0.000217759933218064	4.46255862053626e-05	4	1	0.210242682087859	1	1
"ENSG00000064490"	"ENSG00000064490"	2.34605052134658e-23	4.48304891138304e-05	6	1	-0.456084114042013	1	1
"ENSG00000161249"	"ENSG00000161249"	0.000163963651003356	4.6717931629536e-05	10	1	0.14028847951533	1	1
"ENSG00000132463"	"ENSG00000132463"	3.91049352374806e-20	4.81233721104223e-05	8	1	0.361126159141904	1	1
"ENSG00000137274"	"ENSG00000137274"	2.18632879555768e-27	4.83194202642396e-05	4	1	0.65026895348886	1	1
"ENSG00000111834"	"ENSG00000111834"	9.67134140378998e-07	4.98052081833483e-05	3	1	-0.496833602139456	1	1
"ENSG00000170571"	"ENSG00000170571"	4.77194191768707e-17	5.01628478018425e-05	4	1	0.688246407904243	1	1
"ENSG00000104852"	"ENSG00000104852"	1.30521701023235e-17	5.18217617872196e-05	4	1	-0.212861613797621	1	1
"ENSG00000177830"	"ENSG00000177830"	5.43565693409802e-14	5.50160201750697e-05	4	2	-0.601421916796393	1	1
"ENSG00000092330"	"ENSG00000092330"	0.000334316087629335	5.54470443901554e-05	4	2	0.296115745501265	1	1
"ENSG00000096093"	"ENSG00000096093"	2.20291853033884e-20	5.91183858052481e-05	7	1	0.199412803466392	1	1
"ENSG00000131871"	"ENSG00000131871"	2.2308775041893e-13	6.07152002995311e-05	3	1	-0.233755369393364	1	1
"ENSG00000134686"	"ENSG00000134686"	3.07708993663444e-12	6.23577353192816e-05	5	1	0.57461933732018	1	1
"ENSG00000117394"	"ENSG00000117394"	2.15734557071677e-07	6.5650983037107e-05	4	3	-0.331004068049208	1	1
"ENSG00000137492"	"ENSG00000137492"	7.95486454268862e-23	6.70982889636546e-05	8	1	-0.490562318551537	1	0.666666666666667
"ENSG00000105176"	"ENSG00000105176"	7.01863785245608e-11	7.34440244606049e-05	7	1	0.28020746248804	1	0.833333333333333
"ENSG00000077585"	"ENSG00000077585"	1.0836519453309e-09	7.7917171477228e-05	4	1	-0.320490109092153	1	1
"ENSG00000104047"	"ENSG00000104047"	0.000185055725965958	8.2386263216417e-05	5	1	0.329585094861793	1	1
"ENSG00000099849"	"ENSG00000099849"	7.04860450307804e-14	8.28899250295427e-05	8	1	0.197825090517856	1	1
"ENSG00000155287"	"ENSG00000155287"	5.10951613365419e-05	8.37018065003963e-05	3	1	0.378018329986264	1	1
"ENSG00000151929"	"ENSG00000151929"	1.02038375631518e-09	8.85848307134511e-05	3	1	-0.629067540112037	1	1
"ENSG00000164924"	"ENSG00000164924"	5.77741476434733e-22	8.93540879085769e-05	8	1	0.244482408865515	1	1
"ENSG00000172062"	"ENSG00000172062"	4.29721222617923e-05	9.01593594503838e-05	4	1	0.399661500832332	1	1
"ENSG00000112972"	"ENSG00000112972"	2.52232360947045e-06	9.07914915428655e-05	5	1	0.357889962950678	1	1
"ENSG00000139168"	"ENSG00000139168"	4.50731778766634e-10	9.74153616522691e-05	4	1	0.811849146703939	1	0.833333333333333
"ENSG00000172845"	"ENSG00000172845"	9.97630761641621e-22	0.000102542872927559	7	2	0.372090513216543	1	0.833333333333333
"ENSG00000186184"	"ENSG00000186184"	7.77185104019255e-19	0.000104950825346456	6	1	0.336536456265205	1	1
"ENSG00000104611"	"ENSG00000104611"	2.01017994399148e-19	0.000105776680157253	7	2	-0.338643177261833	1	1
"ENSG00000114861"	"ENSG00000114861"	1.42526234012064e-19	0.000109759460599053	11	1	0.301587733547817	1	1
"ENSG00000185033"	"ENSG00000185033"	0.000813719795339486	0.000118905720329021	3	2	0.293057647139774	1	1
"ENSG00000128923"	"ENSG00000128923"	2.68695393706744e-11	0.000120208746892703	3	1	0.518666465982967	1	1
"ENSG00000174206"	"ENSG00000174206"	0.000474832747084094	0.000124490967603836	3	1	-0.769487100033501	1	0.833333333333333
"ENSG00000140044"	"ENSG00000140044"	3.00290988736732e-05	0.000134633595642867	3	1	-0.510377298194158	1	1
"ENSG00000081307"	"ENSG00000081307"	5.01529679994409e-05	0.000138810196717009	4	1	0.530230879192602	1	1
"ENSG00000120805"	"ENSG00000120805"	2.1833841497481e-13	0.000140724692121188	4	1	0.24104181690895	1	1
"ENSG00000062194"	"ENSG00000062194"	3.77309803580227e-15	0.000143957930548606	8	1	-0.278873497093549	1	1
"ENSG00000122877"	"ENSG00000122877"	3.03594126639284e-05	0.000152342092929221	3	1	0.53342330295001	1	1
"ENSG00000167232"	"ENSG00000167232"	6.6058475313775e-21	0.000154814772306108	5	1	0.736462828288184	1	1
"ENSG00000016602"	"ENSG00000016602"	5.4313573187133e-07	0.00016106444972718	3	1	-0.764712531086153	1	1
"ENSG00000133640"	"ENSG00000133640"	6.82011060926114e-05	0.000162634162756517	4	1	-0.60219852162375	1	1
"ENSG00000135535"	"ENSG00000135535"	3.53671189848886e-40	0.000179228278600919	6	1	0.168475758314423	1	1
"ENSG00000170881"	"ENSG00000170881"	5.39724506303837e-05	0.000180816832615489	3	1	0.334707541987187	1	1
"ENSG00000171124"	"ENSG00000171124"	1.02180837727766e-08	0.000186296293100712	7	1	0.219107925197054	1	1
"ENSG00000188290"	"ENSG00000188290"	0.000518755814031644	0.000189753990070283	3	2	0.176430486610607	1	1
"ENSG00000168268"	"ENSG00000168268"	0.000859816340437629	0.000198363396310004	3	2	0.419412643395081	1	1
"ENSG00000111348"	"ENSG00000111348"	4.16142045834136e-07	0.000199302205219243	3	1	0.139757509185106	1	1
"ENSG00000114120"	"ENSG00000114120"	2.34243277186565e-06	0.000201497516585615	7	1	0.287719010839655	1	1
"ENSG00000067182"	"ENSG00000067182"	3.92957441051263e-07	0.000201865516075018	3	1	0.198197046266215	1	1
"ENSG00000158201"	"ENSG00000158201"	3.24613882633377e-05	0.000204044248252744	5	1	0.357154321237783	1	1
"ENSG00000164930"	"ENSG00000164930"	1.80328104478441e-31	0.00021547313960263	6	1	-0.746248704879391	1	1
"ENSG00000081154"	"ENSG00000081154"	0.000516041301216605	0.000215532794264895	4	2	0.29585000247787	1	1
"ENSG00000157601"	"ENSG00000157601"	1.63690935470155e-37	0.000218726217216565	6	1	0.286301523888565	1	1
"ENSG00000141380"	"ENSG00000141380"	1.31598406453112e-14	0.000225518463448025	6	1	0.285358170869076	1	1
"ENSG00000229891"	"ENSG00000229891"	0.000447431621931977	0.000257817224559917	3	1	-0.588728394207556	1	1
"ENSG00000173801"	"ENSG00000173801"	5.94291813519828e-41	0.000273670049210897	8	2	-0.511680128338002	1	1
"ENSG00000140350"	"ENSG00000140350"	0.00229338569679234	0.000277861701795954	4	2	-0.265545042578107	1	1
"ENSG00000111912"	"ENSG00000111912"	1.88924250136368e-16	0.000352122608769905	6	1	0.185240698998665	1	1
"ENSG00000105357"	"ENSG00000105357"	1.71595338720986e-21	0.000360643778169718	6	1	0.462239324110625	1	1
"ENSG00000106077"	"ENSG00000106077"	0.000124270705569174	0.000387901103076459	7	1	0.243980898197532	1	1
"ENSG00000154080"	"ENSG00000154080"	0.000987835825218777	0.000399416640529719	3	2	0.19990461435063	1	1
"ENSG00000153786"	"ENSG00000153786"	0.000823033846981215	0.000399920317095576	5	1	0.415228909192936	1	1
"ENSG00000127955"	"ENSG00000127955"	0.0016386280733437	0.000401892673652236	4	2	-0.471289440235958	1	1
"ENSG00000115641"	"ENSG00000115641"	0.00312853212977847	0.000411496864672653	5	1	0.158562942265204	1	1
"ENSG00000141543"	"ENSG00000141543"	1.79792149427968e-09	0.000412316128087784	3	1	0.947678747901793	1	0.666666666666667
"ENSG00000108604"	"ENSG00000108604"	2.83334321452098e-07	0.00043799574369121	4	1	-0.385541939139135	1	1
"ENSG00000183283"	"ENSG00000183283"	1.19750741130365e-11	0.000451310646727556	5	2	0.255208458490445	1	1
"ENSG00000185339"	"ENSG00000185339"	5.27772265818506e-10	0.000455634762132913	5	2	-0.378049604780511	1	1
"ENSG00000243989"	"ENSG00000243989"	1.87699105970267e-06	0.000479634540200063	3	1	-0.364839757927612	1	1
"ENSG00000198931"	"ENSG00000198931"	2.23241677370543e-08	0.000517039572212465	3	1	0.163432874535083	1	1
"ENSG00000146733"	"ENSG00000146733"	8.13815290396363e-10	0.000541096961784188	4	1	0.377170321416421	1	1
"ENSG00000107949"	"ENSG00000107949"	3.39305149350294e-05	0.000553287873937327	4	1	0.281428469905428	1	1
"ENSG00000226067"	"ENSG00000226067"	6.14756848184308e-14	0.000554926982704933	8	1	-0.382016111947803	1	1
"ENSG00000117226"	"ENSG00000117226"	4.59679421292706e-40	0.000555588038510467	8	1	0.437497602407272	1	1
"ENSG00000134504"	"ENSG00000134504"	2.72881353378051e-05	0.000555644841594784	7	1	0.325204351670531	1	1
"ENSG00000151726"	"ENSG00000151726"	8.34027940351974e-09	0.000587013841996554	4	1	0.682608993548923	1	0.833333333333333
"ENSG00000087448"	"ENSG00000087448"	1.65382352097281e-06	0.000625496844381187	3	1	-0.869016694033191	1	0.666666666666667
"ENSG00000197451"	"ENSG00000197451"	6.35628074739937e-05	0.000631663638724205	3	1	0.287889611515153	1	1
"ENSG00000140254"	"ENSG00000140254"	0.000145882069905608	0.000649756235814443	3	1	-0.382533440564934	1	1
"ENSG00000147274"	"ENSG00000147274"	1.62798849410289e-13	0.000651794992290031	5	1	0.285271389440588	1	1
"ENSG00000167165"	"ENSG00000167165"	0.000180359549487094	0.000668892645390813	3	1	-0.757495704199659	0.833333333333333	0.833333333333333
"ENSG00000167380"	"ENSG00000167380"	9.82274315514367e-05	0.000673945721526519	5	1	0.44528108531694	1	0.833333333333333
"ENSG00000157992"	"ENSG00000157992"	1.63962072790116e-07	0.00068681218573641	5	1	0.261656983860852	1	1
"ENSG00000162852"	"ENSG00000162852"	1.47925499787288e-07	0.000702979362205607	3	1	-0.764611391997538	1	1
"ENSG00000012211"	"ENSG00000012211"	2.73998244490976e-08	0.000721996879117764	4	2	-0.787231897393232	0.833333333333333	0.5
"ENSG00000141030"	"ENSG00000141030"	7.02770469146197e-19	0.000737375391230087	5	1	0.574587960418808	1	1
"ENSG00000117143"	"ENSG00000117143"	0.000393949040188709	0.00078142235931652	4	2	0.239819095203109	1	1
"ENSG00000146282"	"ENSG00000146282"	0.0016599549656692	0.000787981090492296	5	1	0.15764169989897	1	1
"ENSG00000129151"	"ENSG00000129151"	3.2574702455214e-05	0.000799191561347897	4	1	0.539705261305047	1	0.833333333333333
"ENSG00000188486"	"ENSG00000188486"	5.0959347270082e-06	0.000834784706758507	3	1	-0.180105811128586	1	1
"ENSG00000157637"	"ENSG00000157637"	1.11164723091702e-05	0.000872929026676745	3	1	0.424803554262882	1	1
"ENSG00000056972"	"ENSG00000056972"	0.000860228554977412	0.000875288896249693	3	1	-0.559252198790152	1	1
"ENSG00000215068"	"ENSG00000215068"	2.33443355821268e-07	0.000880244015235607	4	1	-0.575263808139382	1	1
"ENSG00000103342"	"ENSG00000103342"	4.58559283669798e-24	0.000955464308698504	3	1	-0.640777259708388	1	1
"ENSG00000175348"	"ENSG00000175348"	4.95969674038447e-08	0.000972356009756516	4	1	-0.197202385133399	1	1
"ENSG00000134077"	"ENSG00000134077"	1.15845466930918e-05	0.000976390535351267	3	1	-0.38109811762252	1	1
"ENSG00000104450"	"ENSG00000104450"	7.62469968752525e-23	0.00100103424893117	10	1	0.30645210218399	1	1
"ENSG00000138674"	"ENSG00000138674"	1.3252784385305e-19	0.00101816766603935	8	1	0.260619662254947	1	1
"ENSG00000196236"	"ENSG00000196236"	5.35757650639349e-05	0.00104852349985877	3	1	0.398913924511555	1	1
"ENSG00000135932"	"ENSG00000135932"	8.42043030618754e-14	0.00108484612690611	4	1	-0.312957206974972	1	1
"ENSG00000135750"	"ENSG00000135750"	9.51031324181094e-17	0.00112158542706224	3	1	-0.652602587270227	1	1
"ENSG00000173575"	"ENSG00000173575"	1.07442989013604e-08	0.00112642427719993	3	1	-0.26243914865617	1	1
"ENSG00000157259"	"ENSG00000157259"	1.15906699288153e-06	0.00114783487675632	4	1	0.379633080402641	1	1
"ENSG00000176915"	"ENSG00000176915"	0.002249892803519	0.00116913918127036	3	1	-0.172134357264783	1	1
"ENSG00000257923"	"ENSG00000257923"	0.00178831581702731	0.00119627562331871	4	2	0.383468778911992	1	1
"ENSG00000224259"	"ENSG00000224259"	0.0067673468860915	0.00121176160776902	3	2	0.260000716171075	1	1
"ENSG00000184983"	"ENSG00000184983"	0.00338683241707893	0.00122581670603731	3	1	0.189146370114572	1	1
"ENSG00000144566"	"ENSG00000144566"	6.92232749541006e-10	0.00123917233711973	4	1	0.353422614066281	1	1
"ENSG00000071127"	"ENSG00000071127"	1.18439811498214e-11	0.00125394577546178	4	1	-0.272940046778009	1	1
"ENSG00000112699"	"ENSG00000112699"	6.67953209659963e-14	0.0012574169228039	5	1	-0.193768286089145	1	1
"ENSG00000052126"	"ENSG00000052126"	6.44053621645654e-08	0.0012603733236999	4	1	-0.36829839403112	1	1
"ENSG00000111196"	"ENSG00000111196"	0.00170752041206384	0.00126537331267452	3	1	-0.634925775695186	1	1
"ENSG00000104765"	"ENSG00000104765"	1.28534239713241e-06	0.0012681674267836	3	1	0.229286671053441	1	1
"ENSG00000071051"	"ENSG00000071051"	0.000885219229732491	0.00128186124114408	5	1	0.266037015752496	1	1
"ENSG00000112539"	"ENSG00000112539"	1.87802575992048e-09	0.00134897207002514	6	1	-0.435980825515866	1	1
"ENSG00000204673"	"ENSG00000204673"	3.56501571541582e-10	0.00136505973507824	4	1	0.694379016702845	1	0.833333333333333
"ENSG00000129226"	"ENSG00000129226"	3.50674970749821e-06	0.00143907944865795	5	1	0.472610742434886	1	0.833333333333333
"ENSG00000218739"	"ENSG00000218739"	0.000264403202040394	0.00143973944509545	3	1	0.233288341055928	1	1
"ENSG00000186480"	"ENSG00000186480"	0.00521256425985726	0.0014647511681128	3	2	0.307587119590044	1	1
"ENSG00000010270"	"ENSG00000010270"	8.56170091402626e-05	0.00147970692000846	4	1	-0.302943866953435	1	1
"ENSG00000111725"	"ENSG00000111725"	0.000449086388561719	0.00150085549474369	4	1	-0.694734694259678	1	1
"ENSG00000163071"	"ENSG00000163071"	1.13970214141414e-07	0.00154477697185702	6	1	-0.467885967028165	1	0.666666666666667
"ENSG00000144136"	"ENSG00000144136"	1.36778568673009e-05	0.00155218549566356	3	1	-0.329527234990112	1	1
"ENSG00000172493"	"ENSG00000172493"	2.64666633899656e-05	0.00155803835897523	4	1	0.470964290385641	1	1
"ENSG00000120910"	"ENSG00000120910"	0.000632839900546929	0.00155916276886435	4	1	0.388087471495628	1	1
"ENSG00000164675"	"ENSG00000164675"	0.00303651352687588	0.00156425618274003	3	2	0.344658499741362	1	1
"ENSG00000119431"	"ENSG00000119431"	6.23352933463388e-05	0.00160069366896436	3	1	0.214183859194084	1	1
"ENSG00000170619"	"ENSG00000170619"	1.71666607464884e-05	0.0016044602158126	4	1	0.257873919985174	1	1
"ENSG00000141504"	"ENSG00000141504"	2.99388847923478e-13	0.00170192091690186	4	1	-0.35198525765158	1	1
"ENSG00000099875"	"ENSG00000099875"	6.15828589434705e-05	0.00170574810981896	4	2	0.212363442466257	1	1
"ENSG00000102100"	"ENSG00000102100"	0.00278068321008653	0.00173112244830594	4	1	0.35973624085735	1	1
"ENSG00000178028"	"ENSG00000178028"	0.00898624210477373	0.00177217741238968	3	1	0.264307911739628	1	1
"ENSG00000107968"	"ENSG00000107968"	7.35407541970743e-15	0.00177548262496666	8	1	0.395992121248306	1	0.833333333333333
"ENSG00000172831"	"ENSG00000172831"	6.54208197143444e-13	0.00178146020552692	4	1	0.557957302003455	1	1
"ENSG00000204256"	"ENSG00000204256"	4.09387296819683e-12	0.00183377512154175	4	1	0.548567334430775	1	1
"ENSG00000108641"	"ENSG00000108641"	0.00078228339388525	0.00187163631021709	5	1	-0.285870177309745	1	1
"ENSG00000100949"	"ENSG00000100949"	6.54895848129165e-05	0.00189776193701219	3	1	-0.349125627903093	1	1
"ENSG00000104824"	"ENSG00000104824"	1.88972914911824e-05	0.00192345194566889	5	1	-0.145629178204894	1	1
"ENSG00000121749"	"ENSG00000121749"	0.000585574894851347	0.00195338460145952	4	1	0.442579964616033	1	1
"ENSG00000213366"	"ENSG00000213366"	0.00176785617941142	0.00204630281985814	5	1	0.370880086330452	1	0.833333333333333
"ENSG00000086189"	"ENSG00000086189"	1.12998760433305e-06	0.0021234024099748	4	1	-0.624447633254842	1	0.833333333333333
"ENSG00000158604"	"ENSG00000158604"	4.94799137333016e-06	0.00213191854864822	4	1	-0.644481625234555	1	1
"ENSG00000001084"	"ENSG00000001084"	6.59579779298114e-30	0.00214615510279347	7	1	-0.374659737739177	1	1
"ENSG00000135363"	"ENSG00000135363"	6.03044418316917e-50	0.00216540199477916	10	1	0.315789400273568	1	1
"ENSG00000004961"	"ENSG00000004961"	1.72249655279079e-30	0.00218242116641117	6	1	0.715394021649937	1	1
"ENSG00000242247"	"ENSG00000242247"	2.80298726500551e-05	0.00222222011012928	3	1	0.191279030740993	1	1
"ENSG00000135925"	"ENSG00000135925"	4.24706501327248e-10	0.0022503386024172	5	1	0.347933496665514	1	1
"ENSG00000068438"	"ENSG00000068438"	8.44131356866164e-11	0.00227097689170069	5	1	0.325079229158123	1	1
"ENSG00000184164"	"ENSG00000184164"	3.00322333722535e-05	0.00232709575843422	4	1	-0.208968901440918	1	1
"ENSG00000143418"	"ENSG00000143418"	1.40027675601574e-07	0.0023436360004135	4	1	-0.610332006219766	1	1
"ENSG00000065883"	"ENSG00000065883"	1.00575450371233e-05	0.00238215794361312	3	1	-0.821416156944697	1	0.833333333333333
