"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Secretory_UK_72hpi_child_Infected-Secretory_UK_72hpi_adult_Infected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000177963"	"ENSG00000177963"	1.37603407171298e-16	0.000198811479742786	4	1	-0.701614814155456	1	1
"ENSG00000138069"	"ENSG00000138069"	0.00058353094705043	0.000225513378742294	4	2	-0.274941395039447	1	1
"ENSG00000161526"	"ENSG00000161526"	9.33347745361774e-07	0.000237267556640258	7	1	0.738092968216796	1	0.833333333333333
"ENSG00000188243"	"ENSG00000188243"	9.74478147910423e-06	0.000247699647788468	4	1	-0.550281760650467	1	1
"ENSG00000126602"	"ENSG00000126602"	0.0014263573159007	0.000267969327762224	3	2	-0.275446595600833	1	1
"ENSG00000128923"	"ENSG00000128923"	1.31816647732994e-07	0.000270200993017941	3	1	-0.674701849473759	1	1
"ENSG00000204256"	"ENSG00000204256"	4.46970517871185e-16	0.000274404176450466	7	1	0.398480940689756	1	1
"ENSG00000026025"	"ENSG00000026025"	3.29632949950093e-05	0.000300138501259429	3	1	0.505676346800271	1	1
"ENSG00000073803"	"ENSG00000073803"	0.00242108932936312	0.000333404212066042	3	2	0.274733207867488	1	1
"ENSG00000127952"	"ENSG00000127952"	1.2626378703819e-12	0.000356377918535348	6	1	0.650016311891227	1	0.833333333333333
"ENSG00000015475"	"ENSG00000015475"	0.00366911133901103	0.000387240454782311	4	1	-0.205808161237017	1	1
"ENSG00000244038"	"ENSG00000244038"	0.00266242355429795	0.000389038228098564	3	1	0.156312310293486	1	1
"ENSG00000139722"	"ENSG00000139722"	3.98973764525719e-08	0.000395972470591756	4	1	0.231641921065631	1	1
"ENSG00000047457"	"ENSG00000047457"	7.44038154160782e-08	0.000415714954519542	6	1	-0.561835127708862	1	0.666666666666667
"ENSG00000140905"	"ENSG00000140905"	3.68326620164933e-42	0.000456986001914365	4	1	0.622547415533366	1	1
"ENSG00000117362"	"ENSG00000117362"	1.35672767738043e-07	0.000464218518770723	6	1	-0.215682659706413	1	1
"ENSG00000158055"	"ENSG00000158055"	7.53038735169757e-05	0.000521634379169649	3	1	0.879829938707324	1	0.666666666666667
"ENSG00000124074"	"ENSG00000124074"	2.2400461387022e-14	0.000533346065388525	3	1	-0.808883655576441	1	1
"ENSG00000173085"	"ENSG00000173085"	2.99228181291733e-05	0.000578828787882202	3	1	-0.33676620530779	1	1
"ENSG00000130741"	"ENSG00000130741"	7.43833436511575e-07	0.000663412050822069	3	1	0.987239855992043	1	0.5
"ENSG00000146282"	"ENSG00000146282"	9.44486224254238e-10	0.000670868760805125	5	1	0.496314862931404	1	1
"ENSG00000174547"	"ENSG00000174547"	0.00460813601383734	0.000712682611398033	3	1	-0.153915600135182	1	1
"ENSG00000127328"	"ENSG00000127328"	1.9166824303058e-07	0.00071471301707961	6	1	0.668884601328445	1	0.666666666666667
"ENSG00000172831"	"ENSG00000172831"	2.15005844204513e-11	0.000738354699621864	3	2	-0.66433400259514	1	1
"ENSG00000147889"	"ENSG00000147889"	3.37392834361769e-12	0.000771158582382965	7	1	-0.225019578657524	1	1
"ENSG00000160401"	"ENSG00000160401"	0.00364018118991471	0.000801872706435388	3	2	0.474617607066264	1	1
"ENSG00000160917"	"ENSG00000160917"	0.0040976640549821	0.00084061253307707	3	2	0.646860526742722	1	0.833333333333333
"ENSG00000167165"	"ENSG00000167165"	8.56763298846024e-05	0.000877171016824213	3	1	0.605151575341704	1	1
"ENSG00000179387"	"ENSG00000179387"	8.86699145419342e-07	0.000969549618303397	4	1	-0.680850968981543	1	1
"ENSG00000105700"	"ENSG00000105700"	9.5054572051591e-05	0.0010043742983721	3	1	-0.291951523220385	1	1
"ENSG00000198848"	"ENSG00000198848"	0.00729311540515598	0.0011458310497525	3	1	-0.16122368643292	1	1
"ENSG00000168894"	"ENSG00000168894"	1.34821097920645e-06	0.00115395862034018	4	1	0.172845618100573	1	1
"ENSG00000079974"	"ENSG00000079974"	2.69513595605975e-16	0.00120475383337368	8	3	-0.477001697913391	1	1
"ENSG00000096063"	"ENSG00000096063"	3.91623355594466e-05	0.00124985596659823	3	1	-0.78123355705639	1	0.833333333333333
"ENSG00000174243"	"ENSG00000174243"	1.5894070939819e-16	0.00129846788676649	5	1	0.369370955912479	1	1
"ENSG00000166797"	"ENSG00000166797"	8.48901915159566e-06	0.00147355312080462	4	1	-0.347043716429663	1	1
"ENSG00000132128"	"ENSG00000132128"	0.000257681834994364	0.00148423214827862	3	1	0.433167200993784	1	1
"ENSG00000139644"	"ENSG00000139644"	0.000202424008060501	0.0015246397630854	3	2	0.240243384708762	1	1
"ENSG00000178104"	"ENSG00000178104"	0.000274015259753601	0.00152831499203393	3	1	-0.625243684067928	1	1
"ENSG00000144560"	"ENSG00000144560"	8.90960591220887e-14	0.00156124498147919	7	1	-0.402694113697463	1	1
"ENSG00000270647"	"ENSG00000270647"	7.03178312082444e-17	0.00156340755869249	7	1	-0.450935116530817	1	1
"ENSG00000116353"	"ENSG00000116353"	1.08572499815611e-06	0.00169215984255163	5	1	0.514243426858199	1	1
"ENSG00000082438"	"ENSG00000082438"	6.38718097670046e-06	0.00181064244209729	8	1	0.458547277687452	1	0.666666666666667
"ENSG00000106617"	"ENSG00000106617"	0.000477548311041445	0.0019474611199297	3	1	0.49310236225141	1	1
"ENSG00000205593"	"ENSG00000205593"	0.00894374749582493	0.00197344307240564	3	2	0.408095580616953	1	1
"ENSG00000068079"	"ENSG00000068079"	0.00754373390588043	0.00205478324704594	3	1	0.176805090925656	1	1
"ENSG00000146731"	"ENSG00000146731"	1.37603407171298e-16	0.00216404199701875	3	2	-0.377210940882931	1	1
"ENSG00000104450"	"ENSG00000104450"	1.40129734800561e-05	0.002283951877837	5	1	-0.38858458153803	1	1
"ENSG00000169682"	"ENSG00000169682"	0.00193374427179441	0.00228794476993798	4	1	-0.580392153449714	1	1
"ENSG00000126070"	"ENSG00000126070"	0.000405406421926733	0.00232122310588777	3	1	-0.693835514918301	1	1
"ENSG00000108588"	"ENSG00000108588"	0.000214228664588775	0.00234459845191119	4	1	-0.183396490596041	1	1
"ENSG00000100926"	"ENSG00000100926"	8.66059538039643e-05	0.00246860333336235	8	1	0.276718053183754	1	1
"ENSG00000102030"	"ENSG00000102030"	2.10520932044258e-09	0.00263190028690929	5	2	-0.821989388179514	1	0.833333333333333
"ENSG00000039068"	"ENSG00000039068"	7.51771176920669e-08	0.00264731657400671	4	1	0.577267064966675	1	1
"ENSG00000136197"	"ENSG00000136197"	0.0038237892338301	0.0027922554816349	3	1	0.477712950643815	1	1
"ENSG00000160767"	"ENSG00000160767"	1.59006273214936e-07	0.00294689048102977	5	1	-0.536537881929543	1	0.833333333333333
"ENSG00000100796"	"ENSG00000100796"	1.45926129605798e-14	0.00294728813581299	8	1	-0.366666544816684	1	1
"ENSG00000158435"	"ENSG00000158435"	0.00355841482066594	0.00310160347323119	3	1	0.304542770404964	1	1
"ENSG00000150093"	"ENSG00000150093"	2.34545342862396e-33	0.00311036954552089	5	1	0.459459472153277	1	1
"ENSG00000154380"	"ENSG00000154380"	0.00367178383190582	0.00321208431209646	4	1	0.426508788088269	1	1
"ENSG00000160993"	"ENSG00000160993"	7.01659528742367e-06	0.00322211437359163	4	1	0.484250011790157	1	1
"ENSG00000148672"	"ENSG00000148672"	1.84556886387104e-05	0.00335651101284218	3	1	-0.697029089517405	1	1
"ENSG00000070731"	"ENSG00000070731"	2.21283764098932e-14	0.00342172772193527	5	1	-0.481342408382627	1	1
"ENSG00000184887"	"ENSG00000184887"	3.74524070119517e-10	0.00359842840664293	4	1	0.85654223809528	1	0.666666666666667
"ENSG00000168256"	"ENSG00000168256"	0.00164592775954464	0.00367579888296977	4	1	-0.58954986585253	1	1
"ENSG00000010626"	"ENSG00000010626"	0.001193609391922	0.00385531638266764	8	1	-0.375390881790056	1	1
"ENSG00000119328"	"ENSG00000119328"	9.28536335814874e-05	0.00413389072215792	3	1	0.477824240171549	1	1
"ENSG00000142867"	"ENSG00000142867"	0.0112804812604809	0.00414173742523264	3	1	-0.27010323115432	1	1
"ENSG00000148341"	"ENSG00000148341"	4.83707647069437e-12	0.0042066959385291	5	1	-0.518518491242381	1	1
"ENSG00000163235"	"ENSG00000163235"	3.65115078044451e-06	0.00426377979665573	3	1	-0.897969273505949	1	1
"ENSG00000103429"	"ENSG00000103429"	6.32169624586993e-07	0.00428473342703981	5	1	0.372549057326865	1	1
"ENSG00000144048"	"ENSG00000144048"	3.82925844584734e-07	0.00453249775515184	3	1	-0.267423551996679	1	1
"ENSG00000012061"	"ENSG00000012061"	0.0252809300482338	0.00470158654410758	7	1	-0.280292237823077	1	1
"ENSG00000140274"	"ENSG00000140274"	0.000642185143132624	0.00475097767239559	3	1	-0.381753070793335	1	1
"ENSG00000136271"	"ENSG00000136271"	1.5601166325704e-05	0.00514100776335012	4	1	0.470445006736405	1	1
"ENSG00000147533"	"ENSG00000147533"	0.000789647626390874	0.00525127429576038	4	1	0.382946739412333	1	1
"ENSG00000104660"	"ENSG00000104660"	3.71794042617095e-10	0.00532785053750911	3	1	0.761069408180227	1	1
"ENSG00000167671"	"ENSG00000167671"	0.024777689915362	0.00564235865409154	4	1	0.258761313701594	1	1
"ENSG00000176102"	"ENSG00000176102"	4.41954566928966e-09	0.00565671491412475	5	2	-0.442305859023254	1	1
"ENSG00000198015"	"ENSG00000198015"	8.36549170323655e-05	0.00585921304423421	3	1	0.217311073380697	1	1
"ENSG00000151929"	"ENSG00000151929"	4.15454174123915e-05	0.00601759858212891	4	1	-0.429250681665373	1	1
"ENSG00000070526"	"ENSG00000070526"	5.87695822192564e-16	0.00619149231673994	7	1	-0.236854342440099	1	1
"ENSG00000127337"	"ENSG00000127337"	0.0258338510954478	0.00620502444766278	3	2	-0.197526587187699	1	1
"ENSG00000184831"	"ENSG00000184831"	9.29338648553529e-15	0.00640182382991906	6	1	0.450440502199251	1	0.833333333333333
"ENSG00000151552"	"ENSG00000151552"	0.00191879480486167	0.00661018615780945	5	1	-0.432065190806798	1	1
"ENSG00000183889"	"ENSG00000183889"	8.58475527603159e-08	0.00663167277375382	6	1	0.460501302566416	1	0.833333333333333
"ENSG00000152240"	"ENSG00000152240"	0.00137060722445217	0.00667818927824465	3	1	0.258479673881089	1	1
"ENSG00000180098"	"ENSG00000180098"	0.00508678407487444	0.0066950479353524	5	2	-0.323985007258509	1	1
"ENSG00000173171"	"ENSG00000173171"	9.0876647565952e-05	0.00686599988318155	4	1	0.337712034141701	1	1
"ENSG00000092820"	"ENSG00000092820"	3.64236662403134e-10	0.00749227889572407	4	1	0.5950577459976	1	1
"ENSG00000156515"	"ENSG00000156515"	5.25430873290371e-06	0.00813881620873533	3	1	0.308823216906171	1	1
"ENSG00000157978"	"ENSG00000157978"	0.0120359144551301	0.00827115059485265	3	1	0.264470735743223	1	1
"ENSG00000126698"	"ENSG00000126698"	0.0248647626560747	0.00840505465637601	3	2	0.212955393649462	1	1
"ENSG00000075239"	"ENSG00000075239"	0.0118422971507915	0.00853809256067602	4	1	0.310495703795325	1	1
"ENSG00000108559"	"ENSG00000108559"	0.00395310368834482	0.00856837074512746	3	1	0.538348315986461	1	1
"ENSG00000182944"	"ENSG00000182944"	1.74921768720322e-15	0.00859529425428648	11	1	-0.250000275982795	1	1
"ENSG00000114686"	"ENSG00000114686"	4.91028762594191e-16	0.00875647328936778	5	1	-0.176309138573772	1	1
"ENSG00000116213"	"ENSG00000116213"	0.0438563814441576	0.00904190649335735	3	1	-0.319785306845646	1	1
"ENSG00000169490"	"ENSG00000169490"	2.98249821711089e-11	0.00908250294399257	6	1	0.686746987877686	1	1
"ENSG00000244274"	"ENSG00000244274"	0.0469193742481571	0.00910208039870473	4	1	-0.156958764286887	1	1
"ENSG00000165506"	"ENSG00000165506"	0.0369977191906454	0.009229390454393	4	1	0.293635336246737	1	1
"ENSG00000174744"	"ENSG00000174744"	0.031619372262706	0.00929406344369695	3	1	0.159550127357388	1	1
"ENSG00000136770"	"ENSG00000136770"	1.47869763056813e-07	0.00973184499054575	3	2	0.677736829635938	1	1
"ENSG00000104957"	"ENSG00000104957"	0.045989189125656	0.0101705683690687	8	1	-0.228722505100021	1	1
"ENSG00000168615"	"ENSG00000168615"	0.0427236062711212	0.0105409432671905	3	1	0.498263499401138	1	1
"ENSG00000132561"	"ENSG00000132561"	0.000128639218086966	0.0105960393353117	5	1	-0.549019797214055	1	0.833333333333333
"ENSG00000183291"	"ENSG00000183291"	0.000345940319075968	0.0106319068726265	3	1	0.210382277910172	1	1
"ENSG00000213563"	"ENSG00000213563"	3.85596725611556e-05	0.0106775255655356	3	1	0.307826150979299	1	1
"ENSG00000101294"	"ENSG00000101294"	0.000484043185273078	0.010900626953224	4	1	-0.173528102432685	1	1
"ENSG00000112651"	"ENSG00000112651"	5.23761094388772e-14	0.0110404235845873	5	1	0.822772330748005	1	1
"ENSG00000104765"	"ENSG00000104765"	1.17449561240805e-05	0.011102583073219	4	1	0.275597444242109	1	1
"ENSG00000189077"	"ENSG00000189077"	0.0157409721153045	0.0111820545930274	4	1	-0.674300652231904	1	0.666666666666667
"ENSG00000131844"	"ENSG00000131844"	7.39621368533481e-07	0.0114435470037154	6	1	0.700595040526915	1	1
"ENSG00000189366"	"ENSG00000189366"	0.00982976997688363	0.0117020493937316	4	1	-0.238732551581935	1	1
"ENSG00000189376"	"ENSG00000189376"	0.0419963490013785	0.011793155462935	3	2	0.197644284158017	1	1
"ENSG00000001630"	"ENSG00000001630"	6.1638560770467e-07	0.0119472152374032	4	1	-0.426558678551096	1	0.833333333333333
"ENSG00000159423"	"ENSG00000159423"	0.00425753512838226	0.0120752717701961	4	1	-0.494738202896501	1	1
"ENSG00000015153"	"ENSG00000015153"	0.0125491263062626	0.0123321391195342	3	1	0.520086073312511	1	1
"ENSG00000119431"	"ENSG00000119431"	1.74198881630536e-12	0.0127441444776893	3	1	0.582683051436662	1	1
"ENSG00000175354"	"ENSG00000175354"	6.01265550921311e-10	0.0128151141915291	6	1	0.329890349717239	1	1
"ENSG00000141385"	"ENSG00000141385"	5.88909012265916e-11	0.0128655620770848	3	1	0.61081329084416	1	1
"ENSG00000177981"	"ENSG00000177981"	0.0471731396101315	0.0131691740055307	3	2	-0.404614714327654	1	1
"ENSG00000054611"	"ENSG00000054611"	0.0088584187478155	0.0132558381191319	3	1	0.360531688511773	1	1
"ENSG00000186522"	"ENSG00000186522"	0.00120395248356283	0.013356313469793	6	1	0.342335287374847	1	1
"ENSG00000134717"	"ENSG00000134717"	0.00295536391853114	0.0135637898642739	5	1	0.21455074322558	1	1
"ENSG00000133606"	"ENSG00000133606"	0.00646350865359198	0.0136513202850068	8	1	0.228386840566521	1	1
"ENSG00000113916"	"ENSG00000113916"	1.40075222988504e-15	0.0138998797621118	4	1	0.794032344319994	1	1
"ENSG00000053770"	"ENSG00000053770"	0.0203496026448751	0.0140860399032817	3	1	0.467329210381421	1	1
"ENSG00000068745"	"ENSG00000068745"	2.51136584081484e-10	0.0140869785610807	5	1	0.181020427176675	1	1
"ENSG00000133710"	"ENSG00000133710"	7.12870425109599e-06	0.0143138763007124	5	1	0.443911658901548	1	1
"ENSG00000086598"	"ENSG00000086598"	0.00382454482472406	0.0145865609493805	3	1	0.929108351397481	1	0.5
"ENSG00000077942"	"ENSG00000077942"	2.99129053210418e-05	0.0147596861400741	3	1	-0.184036591841006	1	1
"ENSG00000100162"	"ENSG00000100162"	2.5037226132703e-05	0.0151625618378812	3	1	-0.243018973696465	1	1
"ENSG00000105835"	"ENSG00000105835"	0.0250599130561411	0.0151827125849921	3	1	0.247931825258236	1	1
"ENSG00000276234"	"ENSG00000276234"	0.000101637185467285	0.0158118035437706	3	1	-0.773397802990312	1	0.833333333333333
"ENSG00000125877"	"ENSG00000125877"	2.60121485559531e-11	0.0158467140079119	6	1	-0.275457010255807	1	1
"ENSG00000073921"	"ENSG00000073921"	1.45866888796001e-07	0.0161234235959844	4	1	-0.822125065386348	1	0.833333333333333
"ENSG00000264230"	"ENSG00000264230"	2.00324778636162e-05	0.0164492024574253	4	1	-0.320059025815563	1	1
"ENSG00000213024"	"ENSG00000213024"	2.49070852122752e-09	0.0171328625539969	6	1	-0.454385342456239	1	0.666666666666667
"ENSG00000168394"	"ENSG00000168394"	0.00115797810655059	0.0172254256106864	5	1	-0.219318317886914	1	1
"ENSG00000108423"	"ENSG00000108423"	0.0363393805515101	0.017297961003347	3	1	-0.505188792529455	1	0.833333333333333
"ENSG00000166145"	"ENSG00000166145"	7.12787957944067e-16	0.0177587711469776	8	1	-0.28409317684357	1	1
"ENSG00000155660"	"ENSG00000155660"	3.9506809670809e-06	0.0180888973668252	5	1	0.607828853195507	1	1
"ENSG00000152439"	"ENSG00000152439"	4.75428932239453e-05	0.0182121309167573	3	1	-0.749999999999999	1	0.833333333333333
"ENSG00000011295"	"ENSG00000011295"	0.0188694560357441	0.0185164151263682	4	1	-0.26666686718025	1	1
"ENSG00000148229"	"ENSG00000148229"	0.00546870346423879	0.019664118445121	6	1	0.367424243687248	1	1
"ENSG00000136051"	"ENSG00000136051"	0.0196077581666174	0.0205666402207234	3	1	0.733659626214207	1	0.5
"ENSG00000109016"	"ENSG00000109016"	0.00734186132835727	0.0208440709536673	4	1	0.199650689459495	1	1
"ENSG00000126581"	"ENSG00000126581"	2.83651620896907e-19	0.0208696272176659	8	1	0.34387904855101	1	1
"ENSG00000138101"	"ENSG00000138101"	0.0349949104787355	0.0211974652555393	7	1	0.548698971483087	1	0.833333333333333
"ENSG00000116133"	"ENSG00000116133"	0.00663587312417925	0.021680730519874	4	1	-0.621331064380561	1	0.833333333333333
"ENSG00000196872"	"ENSG00000196872"	4.44608085152488e-07	0.0220699625988401	7	1	0.572893952980618	1	0.833333333333333
"ENSG00000068120"	"ENSG00000068120"	0.000642197723179966	0.0225091826507099	4	1	0.289200561845388	1	1
"ENSG00000168961"	"ENSG00000168961"	3.49156712005889e-09	0.0228794197189079	6	1	0.310904211994235	1	1
"ENSG00000169756"	"ENSG00000169756"	0.0271361907644482	0.0232949600815207	3	1	0.227019891046668	1	1
"ENSG00000001631"	"ENSG00000001631"	0.00231169943007009	0.0237331393550919	12	1	0.308332974686282	1	1
"ENSG00000143319"	"ENSG00000143319"	6.52894786545928e-05	0.0242541779061002	4	1	0.549999098579227	1	0.833333333333333
"ENSG00000146416"	"ENSG00000146416"	0.00318047820965115	0.024993094988537	3	1	-0.484516343159843	1	1
"ENSG00000065457"	"ENSG00000065457"	1.43937756554825e-05	0.0250589945715774	4	1	0.523735314259774	1	0.833333333333333
"ENSG00000133835"	"ENSG00000133835"	0.000121611729082172	0.0253791754021092	4	1	0.247109774228	1	1
"ENSG00000221829"	"ENSG00000221829"	0.0139263717001018	0.0266051278190317	3	1	0.70106566632154	1	0.666666666666667
"ENSG00000136436"	"ENSG00000136436"	0.00122123823598078	0.0270313367764084	4	1	0.256706136612143	1	1
"ENSG00000052126"	"ENSG00000052126"	0.00734186132835727	0.0285702002733323	3	1	-0.451828004228343	1	1
"ENSG00000068137"	"ENSG00000068137"	3.29252677714199e-08	0.0286879496223073	9	1	-0.333391481623275	1	1
"ENSG00000100221"	"ENSG00000100221"	0.0229132998923516	0.0288788137331647	3	1	0.312943688511941	1	1
"ENSG00000159346"	"ENSG00000159346"	3.29632949950093e-05	0.0289832413153644	3	1	0.261727932094762	1	1
"ENSG00000068305"	"ENSG00000068305"	0.00641842746531178	0.0293560052067303	6	1	0.485607878299538	1	1
"ENSG00000144908"	"ENSG00000144908"	0.00750873675251074	0.0300784082659745	7	1	0.284608084994952	1	1
"ENSG00000161243"	"ENSG00000161243"	0.0259177687841252	0.0303013195089359	4	1	0.553483199846199	1	0.833333333333333
"ENSG00000231925"	"ENSG00000231925"	1.34821097920645e-06	0.0306190045097116	7	1	-0.436942744001208	1	1
"ENSG00000230124"	"ENSG00000230124"	0.0066478941061127	0.0309007363679241	4	1	0.229841639653353	1	1
"ENSG00000158747"	"ENSG00000158747"	0.00950873278389449	0.0310311207340892	5	1	0.265355503158231	1	1
"ENSG00000126778"	"ENSG00000126778"	1.34604204700052e-15	0.0318212188801861	3	1	0.815805745650262	1	1
"ENSG00000130702"	"ENSG00000130702"	6.21079621661263e-22	0.0321853801716543	8	1	-0.459994447146005	1	1
"ENSG00000177731"	"ENSG00000177731"	0.021762686601232	0.0323047614878445	5	1	-0.310549622563828	1	1
"ENSG00000185049"	"ENSG00000185049"	0.020937055168718	0.0323615870760784	4	1	0.352547099177217	1	1
"ENSG00000170469"	"ENSG00000170469"	0.00989662118367733	0.0324344320932357	3	1	0.49873083557324	1	0.833333333333333
"ENSG00000224383"	"ENSG00000224383"	3.4756095691955e-06	0.0325531247691015	6	1	-0.503034238432787	1	0.666666666666667
"ENSG00000158315"	"ENSG00000158315"	4.40490511006229e-13	0.0325593896416725	5	1	0.37345172548051	1	1
"ENSG00000008952"	"ENSG00000008952"	4.8863864841327e-06	0.0335299077652557	4	1	-0.213291762927579	1	1
"ENSG00000184432"	"ENSG00000184432"	3.27691785546237e-12	0.0350949676922525	4	1	-0.613131827208148	1	1
"ENSG00000100124"	"ENSG00000100124"	0.00515745966542968	0.0355210028537436	3	1	0.373415192467736	1	1
"ENSG00000163527"	"ENSG00000163527"	0.00012708106087842	0.0357792005404213	5	1	0.521526689811818	1	1
"ENSG00000135925"	"ENSG00000135925"	1.48917411741122e-06	0.0359376318968479	5	1	0.369610308193206	1	1
"ENSG00000136682"	"ENSG00000136682"	3.11751207595852e-17	0.0359485554633466	9	1	-0.261459976189917	1	1
"ENSG00000105821"	"ENSG00000105821"	0.00196312802816904	0.037193970814748	6	1	-0.324310260424133	1	1
"ENSG00000163660"	"ENSG00000163660"	2.33989133593943e-15	0.0376619980160982	9	1	-0.183318700393147	1	1
"ENSG00000196562"	"ENSG00000196562"	4.93474397062587e-12	0.0389483389328614	6	1	0.474261488299567	1	1
"ENSG00000163110"	"ENSG00000163110"	0.0349502123006652	0.0397801321549045	5	1	-0.200260320951283	1	1
"ENSG00000050820"	"ENSG00000050820"	0.000534210179025676	0.0404065175029358	4	1	-0.319174283769035	1	1
"ENSG00000130813"	"ENSG00000130813"	1.15353898433611e-05	0.040885905016777	5	1	-0.279166260457714	1	1
"ENSG00000115816"	"ENSG00000115816"	3.04813656510878e-10	0.0412833281024532	4	1	0.728677403125748	1	0.833333333333333
"ENSG00000186960"	"ENSG00000186960"	1.1143857371294e-07	0.0413995998454149	5	1	0.480535515492084	1	1
"ENSG00000137504"	"ENSG00000137504"	0.0322434088369127	0.0416136409067693	3	1	-0.397316391153644	1	1
"ENSG00000073350"	"ENSG00000073350"	0.00412268651055802	0.0419642897721863	5	1	-0.438651981107166	1	1
"ENSG00000186141"	"ENSG00000186141"	0.00819895411108609	0.0425895756694548	3	1	-0.502834786146602	1	0.833333333333333
"ENSG00000005486"	"ENSG00000005486"	2.01114293282033e-05	0.0426125103034288	6	1	0.299278103687523	1	1
"ENSG00000070495"	"ENSG00000070495"	0.0293568927192983	0.0430471368130292	4	1	-0.466308031790099	1	1
"ENSG00000012822"	"ENSG00000012822"	0.0011019518944475	0.0431222957830232	5	1	-0.391029357949376	1	1
"ENSG00000154845"	"ENSG00000154845"	0.00039304977163911	0.0435561307323951	5	1	0.346169071933461	1	1
"ENSG00000110446"	"ENSG00000110446"	0.000419519433582607	0.0435825097105846	4	1	-0.565799474773677	1	0.666666666666667
"ENSG00000159202"	"ENSG00000159202"	4.87577505897162e-09	0.0435929685272151	4	1	0.341848238292139	1	1
"ENSG00000124228"	"ENSG00000124228"	0.00298901517526325	0.0436979645240788	3	1	0.538460415708425	1	1
"ENSG00000124733"	"ENSG00000124733"	0.00751675107965034	0.0443853059846604	3	1	-0.196122390106032	1	1
"ENSG00000079999"	"ENSG00000079999"	1.02449385649906e-05	0.0455172455610374	4	1	0.269642848509988	1	1
"ENSG00000111276"	"ENSG00000111276"	1.92434863779711e-05	0.0468931621229534	3	1	-0.197636619791788	1	1
"ENSG00000114473"	"ENSG00000114473"	1.56228674888531e-13	0.0473889539793807	5	1	0.449999948800465	1	1
"ENSG00000139620"	"ENSG00000139620"	4.39502224401421e-06	0.0474140577061145	5	1	0.366314646389279	1	1
"ENSG00000163166"	"ENSG00000163166"	0.00149528483013819	0.0477636274031092	3	1	0.286605685595453	1	1
"ENSG00000166012"	"ENSG00000166012"	3.47949041447301e-08	0.0480190464628706	6	1	0.36386227267839	1	1
"ENSG00000033011"	"ENSG00000033011"	0.0106633182187836	0.0480364756630681	3	1	0.498498902342268	1	1
"ENSG00000006744"	"ENSG00000006744"	3.37075692552996e-05	0.0484247532449082	3	1	-0.647264895607821	1	1
"ENSG00000064490"	"ENSG00000064490"	1.10299521292008e-14	0.0484924868317431	7	1	0.339491278593001	1	1
"ENSG00000106635"	"ENSG00000106635"	4.03501765795113e-06	0.0485267041619528	8	1	0.30059600373248	1	1
"ENSG00000140943"	"ENSG00000140943"	0.00883898852375208	0.0499636656000861	3	1	0.187831362479853	1	1
