"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Suprabasal_UK_72hpi_child_Infected-Suprabasal_UK_72hpi_adult_Infected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000067836"	"ENSG00000067836"	1.10520370794878e-21	0.000137141094742739	7	1	0.375747452678409	1	1
"ENSG00000006453"	"ENSG00000006453"	5.13675974795117e-05	0.000137924936669901	3	1	0.55079667832348	1	1
"ENSG00000203667"	"ENSG00000203667"	1.31652295429786e-06	0.000141224850055907	4	1	-0.589658961869148	1	1
"ENSG00000172927"	"ENSG00000172927"	0.00031658151461084	0.00014969443752053	4	1	0.704790141905434	1	0.833333333333333
"ENSG00000156515"	"ENSG00000156515"	2.83208051807353e-06	0.000152497131374297	3	1	-0.354626785927764	1	1
"ENSG00000106399"	"ENSG00000106399"	4.17402919132784e-08	0.000164440063393989	3	1	-0.981471261135348	1	0.5
"ENSG00000117362"	"ENSG00000117362"	5.23604713072662e-05	0.000189155941464718	4	1	-0.208570273252606	1	1
"ENSG00000173801"	"ENSG00000173801"	3.34678899237071e-26	0.000205031536313341	9	1	0.519335394987459	1	1
"ENSG00000170425"	"ENSG00000170425"	0.000506221097251774	0.000205546763375223	3	2	0.514509668663131	1	1
"ENSG00000104765"	"ENSG00000104765"	1.84415312911077e-06	0.000206491039683533	3	1	-0.313654376535306	1	1
"ENSG00000128923"	"ENSG00000128923"	1.14984985691996e-05	0.000211075124583431	3	1	-0.638236950754142	1	1
"ENSG00000072110"	"ENSG00000072110"	1.08042265137111e-22	0.000216174656200523	6	1	-0.431027203885867	1	1
"ENSG00000106615"	"ENSG00000106615"	9.34827206647205e-10	0.000228751899416457	3	1	-0.593622971028646	1	1
"ENSG00000121067"	"ENSG00000121067"	1.18250987706618e-23	0.000240250712241649	9	1	0.618751887075198	1	1
"ENSG00000182541"	"ENSG00000182541"	2.75330642561517e-05	0.000249331812637729	6	2	0.538462967544323	1	0.833333333333333
"ENSG00000095383"	"ENSG00000095383"	0.000214441055761675	0.000260364002094524	4	2	-0.498682707537653	1	1
"ENSG00000145335"	"ENSG00000145335"	0.00128877686463285	0.000271640641309807	3	1	0.182537237661203	1	1
"ENSG00000068796"	"ENSG00000068796"	2.46929583742399e-09	0.000277294129002239	6	1	-0.525450436033918	1	1
"ENSG00000172590"	"ENSG00000172590"	4.97532223762092e-05	0.000279291863438409	7	1	-0.284500870216922	1	1
"ENSG00000133640"	"ENSG00000133640"	0.000795213727586719	0.000279630962287939	3	1	0.797300038904175	1	0.666666666666667
"ENSG00000173039"	"ENSG00000173039"	1.42866722545176e-07	0.000289548608899718	4	1	0.6416788886202	1	1
"ENSG00000073350"	"ENSG00000073350"	1.84774985362296e-05	0.000291963469786257	4	1	-0.462072429111493	1	1
"ENSG00000104131"	"ENSG00000104131"	2.73800650681805e-12	0.000294507065118048	4	1	0.60767865412604	1	1
"ENSG00000178252"	"ENSG00000178252"	0.00110989454152245	0.000336077566631927	4	1	-0.793526760701933	0.833333333333333	0.666666666666667
"ENSG00000120438"	"ENSG00000120438"	1.46829076203265e-18	0.000364573522197535	5	1	0.47149127223598	1	1
"ENSG00000270647"	"ENSG00000270647"	4.93820382712895e-22	0.000380313990811545	7	1	-0.408242280193091	1	1
"ENSG00000166012"	"ENSG00000166012"	9.76671278471034e-11	0.000381411247108911	7	1	-0.493504461503869	1	1
"ENSG00000146731"	"ENSG00000146731"	7.79382088223188e-16	0.00038730419787558	3	1	-0.389932629408485	1	1
"ENSG00000100162"	"ENSG00000100162"	1.11355228321652e-07	0.000394389609488284	3	1	0.43987539687079	1	1
"ENSG00000113282"	"ENSG00000113282"	0.000126371858867694	0.000420587829546374	7	1	-0.354295838770252	1	1
"ENSG00000205981"	"ENSG00000205981"	1.15681736719195e-05	0.000427382173825703	4	1	-0.332186585999	1	1
"ENSG00000115657"	"ENSG00000115657"	0.00184098810194256	0.00042756710057437	3	1	0.392743619340204	1	1
"ENSG00000143457"	"ENSG00000143457"	4.11934557251201e-06	0.000436711199041762	3	1	-0.52303546161998	0.833333333333333	0.833333333333333
"ENSG00000102317"	"ENSG00000102317"	1.5403207200549e-06	0.000459638288072724	4	1	0.227095955287641	1	1
"ENSG00000152669"	"ENSG00000152669"	0.000774429129524631	0.000469945851184195	3	1	0.23325976709055	1	1
"ENSG00000138744"	"ENSG00000138744"	1.48193835726191e-10	0.000479523523767905	7	1	-0.49657375832095	1	1
"ENSG00000102030"	"ENSG00000102030"	3.42109998217752e-11	0.000484347946986952	5	2	-0.793713675976748	1	0.833333333333333
"ENSG00000173085"	"ENSG00000173085"	7.67100636090397e-07	0.000515160698746516	3	1	-0.431047315585708	1	1
"ENSG00000138036"	"ENSG00000138036"	0.000127861828329539	0.000530342097097852	4	1	-0.323433976991487	1	1
"ENSG00000243989"	"ENSG00000243989"	1.38230944246571e-08	0.000533481695160759	3	1	0.65939151844903	1	1
"ENSG00000196576"	"ENSG00000196576"	1.21197742912641e-23	0.000540685388598047	7	1	0.510415737980603	1	1
"ENSG00000182325"	"ENSG00000182325"	0.00245482865372533	0.000567465092761615	4	1	-0.609982136541283	1	1
"ENSG00000115816"	"ENSG00000115816"	4.10625891207769e-13	0.00057190066577484	4	1	0.798712403657968	1	0.833333333333333
"ENSG00000100083"	"ENSG00000100083"	2.38625700986076e-13	0.000574354723503492	5	1	0.426859147030921	1	1
"ENSG00000213689"	"ENSG00000213689"	0.00329456769817902	0.000581914944399682	4	1	-0.196026044792253	1	1
"ENSG00000120889"	"ENSG00000120889"	0.00206474982763655	0.000601957088121123	3	1	-0.713474914060173	1	0.833333333333333
"ENSG00000196141"	"ENSG00000196141"	1.1772105231348e-11	0.000606845802667756	8	1	0.383541242527235	1	1
"ENSG00000171552"	"ENSG00000171552"	2.99748446182929e-05	0.000615455650763267	4	1	-0.77421817728984	1	0.833333333333333
"ENSG00000052126"	"ENSG00000052126"	0.0013139015001555	0.000629614039791031	3	1	-0.646806734616822	1	1
"ENSG00000006118"	"ENSG00000006118"	9.57721993182364e-08	0.000642921330313587	4	1	-0.372205144183801	1	1
"ENSG00000126581"	"ENSG00000126581"	4.62319477620547e-19	0.00071575615827018	8	2	0.356205931654067	1	1
"ENSG00000256683"	"ENSG00000256683"	0.0035906876970599	0.000734799689274485	3	2	-0.477626557899813	1	1
"ENSG00000124570"	"ENSG00000124570"	2.20922332007863e-06	0.000763056932471658	7	1	0.249814361750496	1	1
"ENSG00000198736"	"ENSG00000198736"	2.02705603808695e-08	0.000786296174778857	3	1	-0.431659811470703	1	1
"ENSG00000101940"	"ENSG00000101940"	6.68473594324806e-12	0.000789693468984404	6	1	-0.311521263142641	1	1
"ENSG00000065457"	"ENSG00000065457"	2.88060415716836e-07	0.000922498977627731	4	1	0.741448017191618	1	1
"ENSG00000121579"	"ENSG00000121579"	4.98081967504997e-08	0.000964949073778372	3	1	-0.657524866394556	1	1
"ENSG00000128699"	"ENSG00000128699"	3.66026521475114e-17	0.00103629250929699	5	1	0.638655316963749	1	1
"ENSG00000136271"	"ENSG00000136271"	3.5071395220065e-05	0.00104665359184239	4	1	-0.416874055607449	1	1
"ENSG00000160993"	"ENSG00000160993"	0.000192418076385617	0.00105521400381004	3	1	-0.45868405490755	1	1
"ENSG00000152642"	"ENSG00000152642"	0.0001656794918161	0.00124215200400903	3	1	0.610745771393062	1	1
"ENSG00000073803"	"ENSG00000073803"	0.00584687938721337	0.00127721662212336	3	2	0.335991485635568	1	1
"ENSG00000126106"	"ENSG00000126106"	0.000414109387329811	0.00135647613055212	3	1	0.708454886158963	1	0.833333333333333
"ENSG00000127952"	"ENSG00000127952"	1.13084359082104e-08	0.00142751753626178	6	1	-0.433007597655047	1	1
"ENSG00000167920"	"ENSG00000167920"	1.30368024526733e-09	0.00145143928529432	5	1	-0.45687252475496	1	1
"ENSG00000132155"	"ENSG00000132155"	4.20619874287856e-07	0.00145853434140368	4	2	0.4373348175639	1	0.833333333333333
"ENSG00000183576"	"ENSG00000183576"	0.000832551833171612	0.00151890514486254	3	1	-0.407873057659975	1	1
"ENSG00000026025"	"ENSG00000026025"	6.17881099413479e-05	0.00152961753444825	3	1	0.358896955036639	1	1
"ENSG00000164040"	"ENSG00000164040"	0.000219848926493504	0.00153845517530709	3	1	0.496924539535381	1	1
"ENSG00000100243"	"ENSG00000100243"	1.69649693371123e-06	0.00154109613895235	3	1	-0.376993361894997	1	1
"ENSG00000105854"	"ENSG00000105854"	0.00852326210274354	0.00165206174211675	4	1	-0.19626049177319	1	1
"ENSG00000131844"	"ENSG00000131844"	0.000669745913397336	0.00171258651720401	4	1	0.74729118525042	1	1
"ENSG00000167685"	"ENSG00000167685"	0.00277129611197499	0.00176450794035996	3	1	-0.415242063877916	1	1
"ENSG00000155329"	"ENSG00000155329"	1.50178944650196e-05	0.00189799446833548	6	1	0.351966641988889	1	1
"ENSG00000174628"	"ENSG00000174628"	7.66998066978102e-10	0.00194220970650783	8	2	-0.375063756021781	1	1
"ENSG00000072364"	"ENSG00000072364"	7.25067316129929e-11	0.00199804599132179	6	1	-0.44599882836896	1	1
"ENSG00000204385"	"ENSG00000204385"	0.00437830320945358	0.00200725714100946	4	1	-0.220696985356992	1	1
"ENSG00000167986"	"ENSG00000167986"	3.17461302041872e-08	0.00201544284248587	4	1	-0.258426480440594	1	1
"ENSG00000168961"	"ENSG00000168961"	1.75923147539493e-11	0.00202793062421807	6	1	0.343636910000027	1	1
"ENSG00000155367"	"ENSG00000155367"	0.00952153004263277	0.00209224374112616	5	1	-0.571441331944551	1	1
"ENSG00000136518"	"ENSG00000136518"	3.03568539865168e-07	0.0023304750502603	4	1	0.32490121665621	1	1
"ENSG00000166797"	"ENSG00000166797"	5.39510661348509e-06	0.002339910075214	4	1	-0.314330061671598	1	1
"ENSG00000110777"	"ENSG00000110777"	9.9921612938646e-06	0.00237623659509357	4	1	0.629003056018212	1	0.833333333333333
"ENSG00000162889"	"ENSG00000162889"	0.000107372747103466	0.00255726077195688	3	1	-0.794704558479881	0.833333333333333	0.666666666666667
"ENSG00000167900"	"ENSG00000167900"	0.00295295816816468	0.00256174136147926	4	1	0.442745168122199	1	1
"ENSG00000267855"	"ENSG00000267855"	0.0109062619690644	0.00256430489772461	3	2	0.475460725862272	1	1
"ENSG00000151023"	"ENSG00000151023"	0.0111436847435348	0.00257235567727405	3	2	0.24704068234499	1	1
"ENSG00000169813"	"ENSG00000169813"	0.000442719256408261	0.00264216988753705	7	1	-0.178192209842583	1	1
"ENSG00000167460"	"ENSG00000167460"	1.23098230287165e-06	0.00273290755400368	6	1	-0.227997026179241	1	1
"ENSG00000171604"	"ENSG00000171604"	1.18537341780071e-28	0.00283407879986427	7	1	-0.165091969524572	1	1
"ENSG00000051620"	"ENSG00000051620"	0.0159291802619265	0.00290278095792613	3	1	-0.135544284498241	1	1
"ENSG00000168256"	"ENSG00000168256"	0.00057284751247292	0.00299561343795836	4	1	0.639475316531933	1	1
"ENSG00000198931"	"ENSG00000198931"	1.13815919467279e-05	0.00301355319483031	4	1	-0.144007480961365	1	1
"ENSG00000115368"	"ENSG00000115368"	0.00338790308658263	0.00301634446499846	3	1	0.538965619147545	1	1
"ENSG00000183291"	"ENSG00000183291"	1.9584086312533e-05	0.00302250623586048	3	1	0.264628400901037	1	1
"ENSG00000175575"	"ENSG00000175575"	0.00241473326617535	0.00317616623585015	3	2	-0.391720502686816	1	1
"ENSG00000100413"	"ENSG00000100413"	0.0090820764884996	0.00321478888931011	4	1	-0.649332881271043	1	1
"ENSG00000100092"	"ENSG00000100092"	1.60631134595161e-10	0.0033155819192587	5	1	0.512820422521708	1	0.833333333333333
"ENSG00000106733"	"ENSG00000106733"	1.0109328613261e-11	0.00335443871560277	9	1	0.301074965269149	1	1
"ENSG00000159346"	"ENSG00000159346"	2.26971898095286e-06	0.0033933351001455	3	1	0.330617445619197	1	1
"ENSG00000136147"	"ENSG00000136147"	0.000512363929662697	0.00343640468697823	5	1	-0.329289917711493	1	1
"ENSG00000100926"	"ENSG00000100926"	7.67493377777158e-09	0.00348780434354957	8	1	0.21665763704755	1	1
"ENSG00000135363"	"ENSG00000135363"	1.11226909941942e-43	0.00349031867216356	6	1	-0.461538216426018	1	1
"ENSG00000164163"	"ENSG00000164163"	0.01785839291411	0.00358783516811704	3	2	0.272459274737962	1	1
"ENSG00000231160"	"ENSG00000231160"	0.00026893498620989	0.00360067818967521	3	1	0.3046956493217	1	1
"ENSG00000188659"	"ENSG00000188659"	7.90894292242603e-05	0.00373516520699155	3	1	-0.931347868502365	1	0.666666666666667
"ENSG00000213563"	"ENSG00000213563"	5.8514556329787e-06	0.0038124629374139	3	1	0.33994118802709	1	1
"ENSG00000135968"	"ENSG00000135968"	1.63155513820605e-25	0.00390831532082653	7	1	-0.525962934230978	1	1
"ENSG00000197536"	"ENSG00000197536"	2.31047375332933e-08	0.00393955226707183	3	1	0.817831100643703	1	1
"ENSG00000196562"	"ENSG00000196562"	2.05985430967977e-16	0.00400864851990325	8	2	0.474919560638651	1	0.833333333333333
"ENSG00000077942"	"ENSG00000077942"	8.11294787712383e-07	0.00401561145556512	3	1	-0.237718156061813	1	1
"ENSG00000176095"	"ENSG00000176095"	0.000266678490692829	0.00408096646531072	4	1	-0.610383968457368	1	1
"ENSG00000090447"	"ENSG00000090447"	0.0112336988858165	0.00449075673677506	3	1	0.706918664557342	1	0.666666666666667
"ENSG00000162073"	"ENSG00000162073"	0.00478084742747008	0.00450368215256709	3	1	-0.528920156793764	1	0.833333333333333
"ENSG00000161036"	"ENSG00000161036"	0.0217429003231422	0.0045311458252712	3	2	0.272736341009393	1	1
"ENSG00000019582"	"ENSG00000019582"	0.00047822015176089	0.00478195509325976	5	1	-0.568956666273278	1	1
"ENSG00000184432"	"ENSG00000184432"	7.62264169441367e-17	0.0048114224222772	4	1	-0.666432878457746	1	1
"ENSG00000131188"	"ENSG00000131188"	0.0230447959808172	0.00493768139481163	3	2	0.256387513248232	1	1
"ENSG00000114503"	"ENSG00000114503"	0.0015993995672782	0.0052909684668642	5	1	-0.278083571211837	1	1
"ENSG00000129226"	"ENSG00000129226"	7.97472577049142e-08	0.00535243589603371	4	1	-0.512736251783821	1	1
"ENSG00000187054"	"ENSG00000187054"	0.0198416663273081	0.00541107313536159	3	2	-0.590384666871996	1	0.833333333333333
"ENSG00000154001"	"ENSG00000154001"	6.48219070578817e-15	0.0054660596164652	8	1	-0.896550272134076	1	0.833333333333333
"ENSG00000187492"	"ENSG00000187492"	0.000580338170481672	0.00546949997989579	5	1	0.3777514542002	1	1
"ENSG00000198015"	"ENSG00000198015"	6.83558291949522e-05	0.00548436028076921	3	1	-0.231893245629456	1	1
"ENSG00000198663"	"ENSG00000198663"	0.00126395562281075	0.00559605538810338	4	1	-0.345745484999378	1	1
"ENSG00000104881"	"ENSG00000104881"	3.96283139106834e-06	0.00572412484255216	5	1	0.228116884606987	1	1
"ENSG00000173786"	"ENSG00000173786"	1.56821779906968e-06	0.00587311793184915	5	1	-0.374184458418421	1	1
"ENSG00000012822"	"ENSG00000012822"	1.92319032632663e-06	0.00607606675441717	6	1	-0.355746066811503	1	0.833333333333333
"ENSG00000163527"	"ENSG00000163527"	0.00109743935531143	0.00612508487420199	3	1	0.513019520595204	1	1
"ENSG00000116212"	"ENSG00000116212"	1.80130031976768e-11	0.00616083217055419	9	1	0.209728899613351	1	1
"ENSG00000068079"	"ENSG00000068079"	0.00332274208864044	0.00617724178107488	4	1	0.204261933393425	1	1
"ENSG00000133710"	"ENSG00000133710"	1.68444717975724e-08	0.00636752412278444	5	1	0.524775420272906	1	1
"ENSG00000120709"	"ENSG00000120709"	0.000367812136093423	0.00695194973478103	3	1	0.692786856030069	0.833333333333333	0.833333333333333
"ENSG00000174891"	"ENSG00000174891"	0.00327177092990534	0.00696494350324365	5	1	-0.30444367108635	1	1
"ENSG00000150593"	"ENSG00000150593"	0.0306339212706427	0.00708580939851084	3	1	0.280684247050048	1	1
"ENSG00000053254"	"ENSG00000053254"	1.77315241253456e-05	0.00718029949961359	6	1	-0.225915173378861	0.833333333333333	0.833333333333333
"ENSG00000133115"	"ENSG00000133115"	0.00683756826321669	0.00745340518219175	3	1	0.381722020797212	1	1
"ENSG00000081721"	"ENSG00000081721"	0.0215195199430952	0.00774885901831274	4	1	0.364579657051961	1	1
"ENSG00000243716"	"ENSG00000243716"	0.00235042487827442	0.00775194873736468	6	1	-0.303596538188357	1	1
"ENSG00000132680"	"ENSG00000132680"	0.000593100540925937	0.00799282494855783	3	1	0.438592876012315	1	1
"ENSG00000131100"	"ENSG00000131100"	0.000589672757458195	0.00812569220583936	3	1	0.170637434963588	1	1
"ENSG00000196275"	"ENSG00000196275"	0.0245365204726261	0.00816614774516218	3	1	0.66094821391672	1	1
"ENSG00000169592"	"ENSG00000169592"	0.00105078038020255	0.0082272071354993	4	1	0.443764772902468	1	1
"ENSG00000184203"	"ENSG00000184203"	0.0397518986643857	0.00841236161147392	3	1	0.311263529664996	1	1
"ENSG00000107581"	"ENSG00000107581"	1.9584086312533e-05	0.00897511639174066	5	1	0.372194378791367	1	1
"ENSG00000103429"	"ENSG00000103429"	0.000241962976291845	0.00905850899167882	5	1	-0.37713780321539	1	1
"ENSG00000149547"	"ENSG00000149547"	0.00032327294873502	0.00907931384086581	5	1	0.32610092864473	1	1
"ENSG00000111328"	"ENSG00000111328"	2.79176867772517e-18	0.00912897839211328	8	1	-0.369241545318613	1	1
"ENSG00000165506"	"ENSG00000165506"	0.0453894052424694	0.00921025784924009	4	1	0.295739412747186	1	1
"ENSG00000114331"	"ENSG00000114331"	3.43189477544958e-07	0.009268071483087	6	1	-0.523207171230235	1	0.833333333333333
"ENSG00000143319"	"ENSG00000143319"	0.000140926372145245	0.00932535869626967	4	1	0.626368110314717	1	0.833333333333333
"ENSG00000165525"	"ENSG00000165525"	0.00107289148462194	0.00943126302423604	5	1	-0.246576169251795	1	1
"ENSG00000178028"	"ENSG00000178028"	0.00464605987544353	0.0100280078791343	3	1	-0.388640635542076	1	1
"ENSG00000002586"	"ENSG00000002586"	3.39970163839006e-06	0.0100743703550957	4	1	-0.205157155496461	1	1
"ENSG00000132670"	"ENSG00000132670"	2.67753251222529e-05	0.0103454666612904	3	1	0.793021107269934	1	0.833333333333333
"ENSG00000134461"	"ENSG00000134461"	0.0232304899047516	0.0103697541345798	3	1	-0.449467272450712	1	1
"ENSG00000179094"	"ENSG00000179094"	9.50110091566244e-21	0.0104965484107416	9	1	0.257848901489124	1	1
"ENSG00000023041"	"ENSG00000023041"	0.010638294754697	0.0105548469199186	3	1	0.416907204414812	1	1
"ENSG00000074696"	"ENSG00000074696"	6.39916071990433e-07	0.0106647068616236	3	1	0.420890009921923	1	1
"ENSG00000130305"	"ENSG00000130305"	0.00169541543500998	0.0113769166917201	3	1	0.318427325275576	1	1
"ENSG00000105700"	"ENSG00000105700"	3.58458823724e-05	0.0115675430021176	4	1	0.284890247712631	1	1
"ENSG00000151332"	"ENSG00000151332"	0.0499066567534471	0.0116458841514877	3	1	0.342008752299233	1	1
"ENSG00000087008"	"ENSG00000087008"	0.00812030712624952	0.0117697292205111	5	1	-0.549239072733305	1	0.833333333333333
"ENSG00000163166"	"ENSG00000163166"	1.08323632839952e-06	0.0121428476480788	3	1	0.386977198074568	1	1
"ENSG00000133773"	"ENSG00000133773"	0.0434010628247818	0.0123025311641662	3	1	-0.264337509610871	1	1
"ENSG00000140481"	"ENSG00000140481"	0.0243852312304393	0.0134313204609863	4	1	0.749297005427116	1	0.666666666666667
"ENSG00000115239"	"ENSG00000115239"	0.00652452696398234	0.0134904841283909	3	1	0.411284684626707	1	1
"ENSG00000152291"	"ENSG00000152291"	0.0164724161573403	0.0135809313583752	3	1	0.363785437083143	1	1
"ENSG00000117523"	"ENSG00000117523"	0.0295701432900041	0.0135920343300094	3	2	0.375493814006221	1	1
"ENSG00000136155"	"ENSG00000136155"	0.0163705515759803	0.0137675224600673	3	1	0.672010076340242	1	0.666666666666667
"ENSG00000111912"	"ENSG00000111912"	2.33698330493295e-10	0.0140872535624409	4	1	-0.216693102492542	1	1
"ENSG00000176454"	"ENSG00000176454"	6.63211993660258e-05	0.0144683383108307	3	1	0.325178381353315	1	1
"ENSG00000173575"	"ENSG00000173575"	4.00067483336061e-09	0.0147031689128708	6	1	0.41859207987277	1	0.833333333333333
"ENSG00000149257"	"ENSG00000149257"	0.0471111981491193	0.015094220205161	3	1	-0.226533742661826	1	1
"ENSG00000141279"	"ENSG00000141279"	0.000574390772190732	0.0155908332764073	7	1	-0.565497228776014	1	0.833333333333333
"ENSG00000070731"	"ENSG00000070731"	1.909624768983e-15	0.0157114829516459	6	1	-0.370786973562588	1	1
"ENSG00000247240"	"ENSG00000247240"	0.00223526992601148	0.0160398905524044	3	1	-0.768749942064859	1	0.833333333333333
"ENSG00000067113"	"ENSG00000067113"	0.00301284764317504	0.0160538635740798	4	1	-0.519579969765604	1	1
"ENSG00000114209"	"ENSG00000114209"	0.000446192449223504	0.0162797616066225	7	2	0.230194358863271	1	1
"ENSG00000138119"	"ENSG00000138119"	2.55004420370609e-25	0.0166974247328437	6	1	-0.319091349876708	1	1
"ENSG00000160767"	"ENSG00000160767"	0.000217338732963388	0.0172196737052342	5	1	0.499177090282817	1	0.833333333333333
"ENSG00000172239"	"ENSG00000172239"	1.4354686940587e-07	0.0185782185866992	5	1	-0.183488394352997	1	1
"ENSG00000133142"	"ENSG00000133142"	4.21668815643679e-18	0.018619637505689	6	1	0.205571073317901	1	1
"ENSG00000008838"	"ENSG00000008838"	2.11786083146779e-07	0.0186625392482992	8	1	0.410710563463851	1	0.666666666666667
"ENSG00000218739"	"ENSG00000218739"	0.00979620295202441	0.0186785065954062	3	1	-0.259022734153037	1	1
"ENSG00000176945"	"ENSG00000176945"	3.30454822178347e-05	0.0187190067251296	7	1	0.164583143835747	1	1
"ENSG00000111142"	"ENSG00000111142"	4.29795555817263e-11	0.0190467537414263	6	1	0.174750225624751	1	1
"ENSG00000132463"	"ENSG00000132463"	9.54580353162119e-06	0.019076274978767	8	1	0.253772527380927	1	1
"ENSG00000204852"	"ENSG00000204852"	1.4257774828028e-12	0.0194878681736144	7	1	-0.419999407731117	1	1
"ENSG00000130813"	"ENSG00000130813"	2.1748564743883e-06	0.0201876016228876	6	1	-0.264135436274706	1	1
"ENSG00000158201"	"ENSG00000158201"	0.042151295787352	0.0220039394801259	3	1	-0.290598566418989	1	1
"ENSG00000082068"	"ENSG00000082068"	3.661769684079e-10	0.022363990023557	3	1	-0.871179421172332	1	0.833333333333333
"ENSG00000111276"	"ENSG00000111276"	0.00179026079399393	0.0230448522329415	3	1	-0.212470757084989	1	1
"ENSG00000023572"	"ENSG00000023572"	0.000261614701978634	0.0230637278102643	3	1	-0.318165695973901	1	1
"ENSG00000155660"	"ENSG00000155660"	4.89288142464782e-07	0.0236747940588277	4	1	0.603447952879763	1	1
"ENSG00000102024"	"ENSG00000102024"	0.000136390980330769	0.0242500218137444	3	1	0.491060303118909	1	1
"ENSG00000182220"	"ENSG00000182220"	7.83630014644511e-05	0.0243538595831679	6	1	-0.181899205905515	1	1
"ENSG00000157578"	"ENSG00000157578"	0.00283323214051441	0.0253108197151246	5	1	-0.493106523249729	1	1
"ENSG00000133597"	"ENSG00000133597"	0.000577578268924124	0.025621798148086	3	1	-0.364334341409497	1	1
"ENSG00000213024"	"ENSG00000213024"	2.39862529932112e-05	0.0257752395142222	6	1	-0.467883496396111	1	1
"ENSG00000171867"	"ENSG00000171867"	3.50742724949962e-10	0.0258862957200315	3	2	-0.394728117052984	1	1
"ENSG00000171695"	"ENSG00000171695"	0.0221970328640435	0.0269269166293912	4	1	0.430920881248948	1	1
"ENSG00000008517"	"ENSG00000008517"	0.04679619938226	0.028413669697282	8	1	-0.348462679043092	1	1
"ENSG00000111596"	"ENSG00000111596"	0.0462953828427655	0.0286401757823785	6	1	-0.291449248789403	1	1
"ENSG00000090263"	"ENSG00000090263"	6.86644312802366e-07	0.0300084345162933	4	1	-0.144816975619659	1	1
"ENSG00000170017"	"ENSG00000170017"	2.69649528792501e-10	0.0300916472792327	5	1	0.694311302192401	1	1
"ENSG00000117682"	"ENSG00000117682"	1.08323632839952e-06	0.0301589555623685	10	1	-0.538341163556296	1	0.5
"ENSG00000197641"	"ENSG00000197641"	0.000309287131839136	0.0304178429987221	6	1	0.274468866726398	1	1
"ENSG00000120925"	"ENSG00000120925"	0.0202105780804352	0.0306633433251504	3	1	-0.523070118470162	1	1
"ENSG00000134330"	"ENSG00000134330"	0.00244544596097056	0.0309532939711675	5	1	0.15024741230188	1	1
"ENSG00000180822"	"ENSG00000180822"	0.0067442765972294	0.0316691263216234	3	1	-0.196908949315281	1	1
"ENSG00000069764"	"ENSG00000069764"	0.0139065207219955	0.031748397923468	4	1	-0.232659450537558	1	1
"ENSG00000001630"	"ENSG00000001630"	1.02169735198562e-06	0.0323611275085435	3	1	-0.598704262678357	1	1
"ENSG00000151883"	"ENSG00000151883"	5.26695819269602e-06	0.0334034928162986	5	1	-0.689445503002986	1	0.833333333333333
"ENSG00000141580"	"ENSG00000141580"	7.92826631294528e-05	0.0342159642237642	4	1	0.256272431752142	1	1
"ENSG00000187531"	"ENSG00000187531"	0.000114790394309395	0.0352122180407243	4	1	-0.320677923318079	1	1
"ENSG00000109046"	"ENSG00000109046"	0.00350848888207669	0.0353175603190603	4	1	-0.312346377814593	1	1
"ENSG00000100815"	"ENSG00000100815"	5.94958767974406e-08	0.0354331214613653	4	1	0.57510550688571	1	1
"ENSG00000136436"	"ENSG00000136436"	0.000189113311603326	0.0368877535675855	5	1	-0.284527758120277	1	1
"ENSG00000176485"	"ENSG00000176485"	1.87542664772074e-05	0.0398561479025011	3	1	0.242836425361148	1	1
"ENSG00000168615"	"ENSG00000168615"	0.0480513818635436	0.0401339468920009	4	2	-0.430964944920272	1	1
"ENSG00000119979"	"ENSG00000119979"	0.000738611415851423	0.0408338395893693	4	1	0.298084814464068	1	1
"ENSG00000162231"	"ENSG00000162231"	0.00449384890748232	0.0410327868021995	3	1	0.325796462766173	1	1
"ENSG00000075239"	"ENSG00000075239"	0.0197836165305299	0.0420570087394118	4	1	0.280883759407069	1	1
"ENSG00000100325"	"ENSG00000100325"	0.00817782701519691	0.043587365443518	5	1	-0.420857940680979	1	1
"ENSG00000177963"	"ENSG00000177963"	9.84253240856447e-12	0.0437214466041812	3	1	-0.799681995984972	1	1
"ENSG00000186960"	"ENSG00000186960"	3.21092788122873e-07	0.0437620398898391	5	1	0.60250730185953	1	1
"ENSG00000159588"	"ENSG00000159588"	1.88447302297855e-07	0.0445546854271659	13	1	0.213888647657132	1	1
"ENSG00000177030"	"ENSG00000177030"	3.61238668876781e-07	0.0447152637549712	6	1	-0.457220847473573	1	1
"ENSG00000166971"	"ENSG00000166971"	0.000379445655317316	0.0460668874671666	5	1	0.344895689787873	1	1
"ENSG00000096063"	"ENSG00000096063"	0.0231603369309392	0.0468867094348953	3	1	-0.607806401770433	0.833333333333333	0.666666666666667
"ENSG00000150403"	"ENSG00000150403"	1.51504631633765e-15	0.0471319407226575	8	1	-0.363275193711718	1	1
"ENSG00000087494"	"ENSG00000087494"	0.0114380383157276	0.0475828749720637	6	1	-0.269727110039301	1	1
"ENSG00000100106"	"ENSG00000100106"	0.000304400666134264	0.0480639236158883	4	1	0.213615574558662	1	1
"ENSG00000115540"	"ENSG00000115540"	7.34123539060191e-09	0.0484425303037355	3	1	0.68727690420637	1	1
