"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_UK_72hpi_child_Infected-Ciliated_uninfected_child_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000044115"	"ENSG00000044115"	3.98238201562317e-20	3.53117482799503e-09	6	1	0.48895756447402	1	1
"ENSG00000154001"	"ENSG00000154001"	1.09637018889313e-28	3.53218760872210e-09	7	1	-0.898539700693591	1	0.666666666666667
"ENSG00000184110"	"ENSG00000184110"	5.88312321014004e-57	4.02227177959768e-09	4	1	0.482497160771399	1	1
"ENSG00000171604"	"ENSG00000171604"	1.93407092006045e-14	4.80945601147483e-09	5	1	-0.278945973582403	1	1
"ENSG00000129116"	"ENSG00000129116"	3.24223119425218e-13	4.9468210184075e-09	4	1	0.564034218232212	1	1
"ENSG00000102931"	"ENSG00000102931"	1.02206562706759e-14	6.38000660772475e-09	4	1	0.794002780245477	1	0.833333333333333
"ENSG00000104695"	"ENSG00000104695"	9.31123794825967e-51	6.44202966587559e-09	5	1	0.449280062941572	1	1
"ENSG00000132254"	"ENSG00000132254"	1.80649254939936e-27	1.02334432230523e-08	5	1	-0.508089655725554	1	1
"ENSG00000146731"	"ENSG00000146731"	3.62014368761538e-25	1.14946349757305e-08	4	1	0.69144583095593	1	1
"ENSG00000086666"	"ENSG00000086666"	1.14153849160443e-37	1.26102344836505e-08	9	1	0.350028623401917	1	1
"ENSG00000115641"	"ENSG00000115641"	5.26392942284376e-44	1.28991564659228e-08	6	1	0.266666590292297	1	1
"ENSG00000100162"	"ENSG00000100162"	3.93472254015036e-11	1.32954769925519e-08	4	1	-0.510207098968889	1	1
"ENSG00000182934"	"ENSG00000182934"	3.99513781570488e-11	1.43568596955716e-08	4	2	0.336617512055666	1	1
"ENSG00000166037"	"ENSG00000166037"	2.25491570655428e-16	1.62877768414226e-08	6	1	0.566044311171858	1	1
"ENSG00000146963"	"ENSG00000146963"	1.84553301709033e-25	1.73792617688228e-08	8	1	-0.457622329059332	1	1
"ENSG00000104687"	"ENSG00000104687"	3.02078173098093e-12	2.29957777575649e-08	3	1	-0.530483236474155	1	1
"ENSG00000141030"	"ENSG00000141030"	1.43432970767087e-27	2.49876351045417e-08	6	1	0.626441960709191	1	1
"ENSG00000123992"	"ENSG00000123992"	3.65913909205668e-09	2.59839059259379e-08	7	2	-0.43039859519944	1	1
"ENSG00000170876"	"ENSG00000170876"	7.45765239765578e-12	2.7212154341257e-08	3	1	0.792340414151919	1	0.833333333333333
"ENSG00000132356"	"ENSG00000132356"	1.07889306348296e-10	2.75721330184002e-08	3	1	-0.649670917659937	1	1
"ENSG00000108244"	"ENSG00000108244"	8.5391507244957e-64	3.0402377953023e-08	5	1	0.200803373735085	1	1
"ENSG00000185104"	"ENSG00000185104"	6.22509147730974e-23	3.25376072806585e-08	5	1	-0.543829221696906	1	1
"ENSG00000100979"	"ENSG00000100979"	1.66315185106753e-26	4.62414528349188e-08	4	1	-0.794173321397505	1	1
"ENSG00000154640"	"ENSG00000154640"	7.92081240868071e-12	4.9916547487274e-08	3	1	-0.222458404813879	1	1
"ENSG00000176731"	"ENSG00000176731"	1.3649634545977e-07	5.42409571673971e-08	3	2	0.241255572150982	1	1
"ENSG00000105176"	"ENSG00000105176"	1.32355966345187e-22	5.52888356205149e-08	7	3	0.379752736825212	1	0.833333333333333
"ENSG00000139644"	"ENSG00000139644"	2.08500722861539e-21	5.77080086096803e-08	3	1	-0.287885618046558	1	1
"ENSG00000157601"	"ENSG00000157601"	4.58758733756373e-51	6.27252081771394e-08	5	1	-0.269103071018903	1	1
"ENSG00000147676"	"ENSG00000147676"	1.21214326599528e-07	6.61335577470414e-08	3	2	0.241145854096536	1	1
"ENSG00000015479"	"ENSG00000015479"	9.57279740960372e-20	7.01136734071876e-08	8	2	-0.454239654870506	1	1
"ENSG00000168575"	"ENSG00000168575"	4.94138145340641e-22	7.01572032612504e-08	6	2	-0.360586447559909	1	1
"ENSG00000168310"	"ENSG00000168310"	1.08053266568339e-13	7.05636379455137e-08	5	1	0.364624280579157	1	1
"ENSG00000115540"	"ENSG00000115540"	2.69841847911759e-11	7.88557824630667e-08	3	1	-0.529761727613415	1	1
"ENSG00000127022"	"ENSG00000127022"	5.33631286023468e-32	9.50395469612674e-08	4	1	0.428064582272907	1	1
"ENSG00000173575"	"ENSG00000173575"	3.98908100861259e-17	1.26317056560484e-07	5	1	-0.483218975313671	1	1
"ENSG00000235098"	"ENSG00000235098"	1.30977770904112e-15	1.46050153803613e-07	9	1	-0.426551083617833	1	1
"ENSG00000171206"	"ENSG00000171206"	6.5687692525654e-13	1.52603149728522e-07	3	2	-0.865050121142612	1	1
"ENSG00000115129"	"ENSG00000115129"	3.93217075083703e-23	1.65210223009228e-07	9	1	-0.390761707664768	1	1
"ENSG00000229891"	"ENSG00000229891"	4.59650785056311e-07	1.74676906738454e-07	3	1	-0.717938813209183	1	1
"ENSG00000163166"	"ENSG00000163166"	2.16477338935059e-06	1.76495270582195e-07	3	2	0.439452405241678	1	1
"ENSG00000165175"	"ENSG00000165175"	4.78234994530622e-21	1.86682140608039e-07	4	1	-0.480096112169294	1	1
"ENSG00000029993"	"ENSG00000029993"	8.07178293220658e-18	1.99862154430255e-07	4	1	0.392636720849308	1	1
"ENSG00000236287"	"ENSG00000236287"	1.67754724262999e-10	2.04510307163196e-07	4	2	0.5258823655008	1	1
"ENSG00000159658"	"ENSG00000159658"	2.06050290696973e-09	2.9434233340584e-07	3	1	0.535714966243091	1	1
"ENSG00000100083"	"ENSG00000100083"	1.20005236350306e-16	2.99992177986307e-07	4	2	-0.492945330416592	1	1
"ENSG00000176945"	"ENSG00000176945"	1.42177969211428e-16	3.19966305538665e-07	6	1	-0.331139163215363	1	1
"ENSG00000094755"	"ENSG00000094755"	3.71946328713544e-15	3.37305929937391e-07	7	1	0.541701314468868	1	0.833333333333333
"ENSG00000245694"	"ENSG00000245694"	3.15209635458067e-47	4.07531660973864e-07	7	1	-0.387095397914176	1	1
"ENSG00000270647"	"ENSG00000270647"	7.34215328581759e-29	4.61086553496273e-07	7	1	-0.300307042902633	1	1
"ENSG00000143870"	"ENSG00000143870"	1.40586267827941e-28	4.7161128999008e-07	3	1	0.193555967403573	1	1
"ENSG00000187244"	"ENSG00000187244"	2.07127009816911e-32	4.8021963778154e-07	3	1	-0.261250570323449	1	1
"ENSG00000110921"	"ENSG00000110921"	1.55209864417445e-07	4.82153893496065e-07	6	2	0.306963342640937	1	1
"ENSG00000198736"	"ENSG00000198736"	1.07398849576835e-08	4.84773961716091e-07	4	1	0.402408325006337	1	1
"ENSG00000157259"	"ENSG00000157259"	1.09870634658987e-08	4.87852194897091e-07	4	1	0.472308186882735	1	1
"ENSG00000040341"	"ENSG00000040341"	1.03002273350663e-11	5.32276132313125e-07	5	1	-0.580744652922055	1	1
"ENSG00000104852"	"ENSG00000104852"	3.19031166905938e-15	5.89563361944015e-07	4	1	0.213654646361721	1	1
"ENSG00000119328"	"ENSG00000119328"	2.35829043004709e-10	7.20022373887668e-07	4	1	-0.510284857569882	1	1
"ENSG00000113712"	"ENSG00000113712"	4.06803011332635e-99	7.82533919026345e-07	9	1	-0.394834960583018	1	1
"ENSG00000100890"	"ENSG00000100890"	2.83594482279369e-07	8.10370182991874e-07	5	1	0.721717999557968	1	1
"ENSG00000174628"	"ENSG00000174628"	2.55304059601491e-16	8.45054608420652e-07	10	1	0.423304371662605	1	1
"ENSG00000178057"	"ENSG00000178057"	3.51871611766817e-20	8.60462203461934e-07	5	1	0.262590982547189	1	1
"ENSG00000168268"	"ENSG00000168268"	7.84528852766524e-06	9.36558312766497e-07	3	2	0.495937630882171	1	1
"ENSG00000139537"	"ENSG00000139537"	7.91761036714809e-13	1.00237891203806e-06	3	1	0.578323018567937	1	1
"ENSG00000110696"	"ENSG00000110696"	9.06976713510585e-06	1.00715483146165e-06	3	2	-0.213245775458184	1	1
"ENSG00000065882"	"ENSG00000065882"	1.1246291724328e-15	1.02482342280149e-06	5	1	0.659886230044333	1	1
"ENSG00000178104"	"ENSG00000178104"	5.26637148393575e-08	1.03744059772269e-06	3	1	-0.671200883437005	1	1
"ENSG00000101246"	"ENSG00000101246"	5.87261174470997e-17	1.1286939973986e-06	7	1	0.419691348245182	1	1
"ENSG00000111802"	"ENSG00000111802"	8.41406897829914e-21	1.31235259924298e-06	3	1	0.474551004428862	1	1
"ENSG00000140416"	"ENSG00000140416"	5.83892438265647e-42	1.34020118096194e-06	5	2	0.538103549276532	1	1
"ENSG00000155660"	"ENSG00000155660"	1.26913946588869e-19	1.37646386568149e-06	4	1	0.464477001896101	1	1
"ENSG00000072110"	"ENSG00000072110"	9.26836978511936e-63	1.41145050343049e-06	5	1	-0.571605528145507	1	1
"ENSG00000052126"	"ENSG00000052126"	1.15230051054537e-09	1.44345012880682e-06	4	1	-0.700623448622344	1	0.833333333333333
"ENSG00000143198"	"ENSG00000143198"	1.74072394491547e-06	1.49134227188259e-06	3	1	-0.178981165975902	1	1
"ENSG00000167397"	"ENSG00000167397"	5.06749473718713e-06	1.53158058697745e-06	5	2	-0.34865812386657	1	1
"ENSG00000163932"	"ENSG00000163932"	4.67699945527973e-13	1.76582304525004e-06	6	2	-0.263158887485076	1	1
"ENSG00000172493"	"ENSG00000172493"	2.52231307601824e-06	1.95766110911731e-06	4	1	0.63664695200765	1	1
"ENSG00000186184"	"ENSG00000186184"	1.52440279703532e-10	2.08363229902472e-06	5	2	0.340171385092044	1	1
"ENSG00000164494"	"ENSG00000164494"	3.02588271750935e-06	2.14674197874913e-06	3	2	0.524866863331157	1	1
"ENSG00000141759"	"ENSG00000141759"	1.13328761537701e-14	2.24995298887397e-06	4	1	0.630136911458209	1	1
"ENSG00000099899"	"ENSG00000099899"	3.98683696164725e-08	2.36741647756358e-06	5	1	0.643780740137552	1	1
"ENSG00000103429"	"ENSG00000103429"	2.82289057181e-16	2.7585588221018e-06	6	1	0.383561538862723	1	1
"ENSG00000157778"	"ENSG00000157778"	2.62808422577033e-37	2.82319894878322e-06	7	2	0.538875119993258	1	1
"ENSG00000067082"	"ENSG00000067082"	1.57904338950862e-18	2.83953967587298e-06	4	1	0.539744617948266	1	1
"ENSG00000134108"	"ENSG00000134108"	1.25284590331334e-07	2.85858981703902e-06	4	1	-0.586450561842602	1	1
"ENSG00000182165"	"ENSG00000182165"	1.44650951854172e-12	3.00809490997065e-06	5	2	-0.18113539152571	1	1
"ENSG00000258289"	"ENSG00000258289"	1.85378079265362e-05	3.10906110272111e-06	3	2	-0.382266830216408	1	1
"ENSG00000147274"	"ENSG00000147274"	2.25491570655428e-16	3.14128899435007e-06	4	1	0.365215819147104	1	1
"ENSG00000133275"	"ENSG00000133275"	1.31891492399913e-05	3.7969171676688e-06	3	2	0.568084429566217	1	1
"ENSG00000065809"	"ENSG00000065809"	1.59997747967475e-05	4.15571190832377e-06	7	1	0.385858459715075	1	1
"ENSG00000111142"	"ENSG00000111142"	1.58025980267208e-20	4.15653322023292e-06	7	1	0.186038787098272	1	1
"ENSG00000182670"	"ENSG00000182670"	1.67367308204042e-97	4.18352772420281e-06	10	1	-0.377212971408094	1	1
"ENSG00000019582"	"ENSG00000019582"	5.70209619520023e-08	5.06224876002373e-06	4	1	-0.586776034073462	1	1
"ENSG00000149196"	"ENSG00000149196"	2.98428293974841e-11	5.08245577347727e-06	3	1	0.316767044426724	1	1
"ENSG00000134504"	"ENSG00000134504"	1.58286527907364e-05	5.55827765164209e-06	7	2	0.349877798582887	1	1
"ENSG00000159346"	"ENSG00000159346"	5.53210595665249e-10	5.6374454884508e-06	3	1	-0.294231447736625	1	1
"ENSG00000005486"	"ENSG00000005486"	3.19021107515897e-10	5.9546237756508e-06	6	1	-0.380506538524063	1	1
"ENSG00000138069"	"ENSG00000138069"	8.14014752326521e-07	6.38996773729954e-06	5	1	0.201900998404997	1	1
"ENSG00000155438"	"ENSG00000155438"	2.53153363679209e-16	6.44511436467134e-06	4	2	0.264043915684749	1	1
"ENSG00000064601"	"ENSG00000064601"	1.3208337402461e-09	7.79016501802221e-06	5	2	-0.28810126041196	1	1
"ENSG00000012061"	"ENSG00000012061"	3.66328604570974e-13	8.09542617403717e-06	9	1	-0.465854027762157	1	1
"ENSG00000004961"	"ENSG00000004961"	4.83682513580313e-36	8.32083452075296e-06	6	1	0.759306460929959	1	1
"ENSG00000124074"	"ENSG00000124074"	1.1773056143284e-06	9.28495924090112e-06	5	1	0.444038926889161	1	1
"ENSG00000104979"	"ENSG00000104979"	1.37720809242506e-19	9.36809442954276e-06	4	2	0.893546357615938	1	1
"ENSG00000137996"	"ENSG00000137996"	2.46868330445253e-22	9.69118392570039e-06	4	1	-0.639712645709261	1	1
"ENSG00000218739"	"ENSG00000218739"	2.98152919894422e-06	1.02728696132329e-05	4	2	-0.387542403533557	1	1
"ENSG00000136830"	"ENSG00000136830"	1.2530787215131e-24	1.04684151781028e-05	5	2	0.64379588479612	1	1
"ENSG00000136261"	"ENSG00000136261"	2.7212801540382e-34	1.06474771296754e-05	6	1	0.413407913157084	1	1
"ENSG00000117528"	"ENSG00000117528"	9.04995401889998e-14	1.15929633892945e-05	4	2	0.781261833874993	1	1
"ENSG00000158435"	"ENSG00000158435"	1.03583028010175e-09	1.17711627463771e-05	5	1	0.377781635427806	1	1
"ENSG00000137274"	"ENSG00000137274"	7.38017292169633e-26	1.19132170130982e-05	4	1	0.72993788816876	1	0.833333333333333
"ENSG00000105700"	"ENSG00000105700"	7.18526568357825e-13	1.20108787033245e-05	3	1	0.34588783425422	1	1
"ENSG00000204852"	"ENSG00000204852"	2.70998867572196e-19	1.2183973643318e-05	7	2	-0.479896278692327	1	1
"ENSG00000114686"	"ENSG00000114686"	2.21790024074659e-05	1.39663491045076e-05	4	2	-0.192241551013032	1	1
"ENSG00000011009"	"ENSG00000011009"	1.03624415452573e-07	1.47658826481271e-05	5	1	0.391876608565108	1	1
"ENSG00000203667"	"ENSG00000203667"	4.68805336211468e-08	1.55560604740586e-05	5	1	-0.465623860494942	1	1
"ENSG00000102030"	"ENSG00000102030"	2.14910260709831e-11	1.59209648420994e-05	4	2	-0.840306284996521	1	0.833333333333333
"ENSG00000110619"	"ENSG00000110619"	1.77585962371819e-13	1.70883885058135e-05	6	2	-0.459663146951424	1	1
"ENSG00000167543"	"ENSG00000167543"	8.02490026719071e-13	1.81473567691088e-05	4	1	0.323113375103904	1	1
"ENSG00000260916"	"ENSG00000260916"	4.85812960642797e-14	1.90559229706622e-05	4	1	-0.475530624073675	1	1
"ENSG00000133318"	"ENSG00000133318"	8.03278257941765e-12	2.25970446784575e-05	4	1	-0.265992927191578	1	1
"ENSG00000115685"	"ENSG00000115685"	3.02031625408106e-21	2.31962449509191e-05	5	1	0.391526263159681	1	1
"ENSG00000124596"	"ENSG00000124596"	6.28019337832312e-27	2.3830556192621e-05	11	1	-0.296608660807827	1	1
"ENSG00000269858"	"ENSG00000269858"	8.23487278237957e-07	2.56318363633895e-05	5	1	0.211857492266737	1	1
"ENSG00000170873"	"ENSG00000170873"	1.24430664806767e-06	2.92811879589686e-05	5	1	0.362426789368693	1	1
"ENSG00000186480"	"ENSG00000186480"	0.000172521307045986	3.30977481586189e-05	3	2	0.344645875192693	1	1
"ENSG00000176597"	"ENSG00000176597"	3.2234954787728e-14	3.31946473792763e-05	4	1	0.82447784214031	1	0.666666666666667
"ENSG00000124882"	"ENSG00000124882"	6.60210385507116e-05	3.37910096638079e-05	3	1	0.580979168962214	1	1
"ENSG00000105281"	"ENSG00000105281"	4.70124766571719e-14	3.58386172140148e-05	4	1	0.211124129551609	1	1
"ENSG00000039068"	"ENSG00000039068"	2.55197261666439e-21	3.61916106325272e-05	6	1	0.582855820777984	1	1
"ENSG00000183255"	"ENSG00000183255"	4.43480221955618e-13	3.82979524448384e-05	4	1	-0.442331996232027	1	1
"ENSG00000134779"	"ENSG00000134779"	2.81701100265279e-33	4.14027822755082e-05	8	1	0.361812928400006	1	1
"ENSG00000122877"	"ENSG00000122877"	1.53608075423506e-05	4.14307031794304e-05	4	1	-0.719528698337003	1	0.833333333333333
"ENSG00000183426"	"ENSG00000183426"	2.31851973012197e-11	4.338815892696e-05	4	2	-0.762761484941137	1	1
"ENSG00000148248"	"ENSG00000148248"	5.24128867666239e-18	4.63159998025089e-05	7	2	0.278065035496236	1	1
"ENSG00000160972"	"ENSG00000160972"	0.000296221512494285	4.74510516979035e-05	3	3	0.330509903699243	1	1
"ENSG00000099849"	"ENSG00000099849"	3.60488279064256e-11	4.84922024590738e-05	8	1	0.301018371794005	1	1
"ENSG00000182979"	"ENSG00000182979"	4.8980246880532e-17	5.37686862740103e-05	7	1	0.40624882095071	1	1
"ENSG00000083896"	"ENSG00000083896"	8.7836677123973e-30	5.58085440591631e-05	7	1	-0.338246233410704	1	1
"ENSG00000185651"	"ENSG00000185651"	8.3349282301697e-05	5.65931158535851e-05	3	1	0.539725980475637	1	1
"ENSG00000143502"	"ENSG00000143502"	3.23368098497733e-11	5.80078055827134e-05	6	1	-0.407274592515553	1	1
"ENSG00000196576"	"ENSG00000196576"	1.5926973809056e-45	6.09820240317719e-05	8	1	0.499999582824874	1	1
"ENSG00000104419"	"ENSG00000104419"	3.80687607878049e-07	6.11330041135444e-05	7	1	0.226962251599712	1	1
"ENSG00000114638"	"ENSG00000114638"	0.000223942066254065	6.20866276372052e-05	3	1	-0.186170127899328	1	1
"ENSG00000123472"	"ENSG00000123472"	7.58994582583119e-08	6.285194405828e-05	6	2	0.405644525902032	1	1
"ENSG00000149658"	"ENSG00000149658"	5.21638689692154e-05	6.29744923294246e-05	4	1	0.56300636427964	1	1
"ENSG00000125505"	"ENSG00000125505"	2.2148022286604e-05	6.45080565796818e-05	5	1	0.548253419232098	1	1
"ENSG00000186522"	"ENSG00000186522"	1.08110280066635e-12	6.69935700774989e-05	5	1	-0.647290812040636	1	1
"ENSG00000134363"	"ENSG00000134363"	2.77498196508072e-06	6.74419703956691e-05	3	1	-0.453968518415113	1	1
"ENSG00000132376"	"ENSG00000132376"	2.47823973102113e-06	7.16534814469686e-05	3	1	-0.500678718062757	1	1
"ENSG00000151715"	"ENSG00000151715"	1.69683188169867e-05	7.25125064248945e-05	4	2	0.288094556955751	1	1
"ENSG00000071051"	"ENSG00000071051"	1.9632954131536e-07	7.36768768278021e-05	5	1	0.506595687890053	1	0.833333333333333
"ENSG00000257923"	"ENSG00000257923"	1.00687457012907e-09	7.40005472826256e-05	5	2	0.38295013732301	1	1
"ENSG00000150779"	"ENSG00000150779"	4.19632421261719e-25	7.56904161444108e-05	5	2	-0.276022765194232	1	1
"ENSG00000142599"	"ENSG00000142599"	4.91797452221958e-08	7.58877927712769e-05	5	1	0.43085564465585	1	1
"ENSG00000113812"	"ENSG00000113812"	2.35449995128632e-05	7.71700696379241e-05	3	1	-0.557603013712293	1	1
"ENSG00000100926"	"ENSG00000100926"	6.41920397146119e-20	7.90198128951343e-05	5	1	-0.286027009254063	1	1
"ENSG00000108604"	"ENSG00000108604"	3.02416052263559e-05	9.45385190706917e-05	3	1	0.438830181184305	1	1
"ENSG00000013374"	"ENSG00000013374"	4.33156967375958e-10	9.97602510455666e-05	3	1	0.507266334562075	1	1
"ENSG00000103415"	"ENSG00000103415"	1.24817378212858e-25	0.000103164294123788	7	1	0.359342020969819	1	1
"ENSG00000135919"	"ENSG00000135919"	0.00015050857337002	0.000103692610722865	3	2	-0.447858190560791	1	1
"ENSG00000171124"	"ENSG00000171124"	1.47468665621631e-10	0.000104845437044006	8	1	0.230949918976948	1	1
"ENSG00000185813"	"ENSG00000185813"	2.32050806482291e-23	0.000105101439215215	8	1	-0.428571551508367	1	1
"ENSG00000157954"	"ENSG00000157954"	7.69882843703371e-18	0.000108484334119919	10	1	-0.322292704478432	1	1
"ENSG00000205707"	"ENSG00000205707"	0.000113577969156379	0.000110150010516806	3	2	-0.201053394445402	1	1
"ENSG00000112237"	"ENSG00000112237"	3.75490080929695e-13	0.000117577013504683	6	1	-0.281662281032918	1	1
"ENSG00000162949"	"ENSG00000162949"	0.00130311179068588	0.00011939451790529	4	1	-0.194326075075419	1	1
"ENSG00000132485"	"ENSG00000132485"	2.79835716369547e-06	0.00012059872740711	3	1	-0.366336121638317	1	1
"ENSG00000090487"	"ENSG00000090487"	2.57176083617698e-14	0.00012413258948291	5	1	0.304097915066572	1	1
"ENSG00000175575"	"ENSG00000175575"	1.58286527907364e-05	0.000134123239743012	6	1	0.300145379159321	1	1
"ENSG00000169220"	"ENSG00000169220"	3.79576846600977e-20	0.00013994028776903	6	1	0.321618381580028	1	1
"ENSG00000114209"	"ENSG00000114209"	3.18679963793794e-08	0.000146550461955828	4	1	0.241209321191166	1	1
"ENSG00000135363"	"ENSG00000135363"	1.13345784449362e-47	0.000148581772749856	9	1	-0.295728509926563	1	1
"ENSG00000100379"	"ENSG00000100379"	0.00352044366503421	0.000149767263895752	5	1	0.379508429221446	1	1
"ENSG00000136802"	"ENSG00000136802"	8.64217414917954e-05	0.000166273725856086	3	2	-0.41553328577606	1	1
"ENSG00000132676"	"ENSG00000132676"	7.42629582984011e-05	0.00017345668525006	8	1	-0.352442426624883	1	1
"ENSG00000132155"	"ENSG00000132155"	4.22587957519002e-05	0.000181173763133543	4	1	0.453234295713748	1	1
"ENSG00000115514"	"ENSG00000115514"	7.00794336734202e-10	0.000185583150850529	3	1	-0.253084698995008	1	1
"ENSG00000152439"	"ENSG00000152439"	0.000201591670034991	0.000189562634533177	3	1	0.712974054260948	1	0.666666666666667
"ENSG00000122218"	"ENSG00000122218"	1.30410417260612e-07	0.000190466359066181	5	1	-0.530040663490452	1	1
"ENSG00000124155"	"ENSG00000124155"	1.33316615566624e-08	0.000193157302007789	4	1	0.314599611090461	1	1
"ENSG00000155329"	"ENSG00000155329"	1.33051209922479e-08	0.000204673269357367	8	1	0.326620723516634	1	1
"ENSG00000128699"	"ENSG00000128699"	2.09473258445933e-24	0.000207441648111052	5	1	0.563680660443674	1	1
"ENSG00000156256"	"ENSG00000156256"	2.30182754728772e-17	0.000210266353237155	7	1	-0.404344550229358	1	1
"ENSG00000103194"	"ENSG00000103194"	1.80162181924973e-08	0.000212453912830504	4	1	0.396985127593542	1	1
"ENSG00000122861"	"ENSG00000122861"	3.03404140239055e-06	0.000213004159200302	5	1	-0.300674601229041	1	1
"ENSG00000136827"	"ENSG00000136827"	0.000568085650327864	0.000213147991728489	3	1	0.232203409001453	1	1
"ENSG00000162981"	"ENSG00000162981"	0.0019621838552466	0.000215295972646241	3	2	0.331297354359562	1	1
"ENSG00000168066"	"ENSG00000168066"	9.56845629733006e-21	0.00023176220679689	5	1	0.20276446513387	1	1
"ENSG00000069509"	"ENSG00000069509"	1.59118250516561e-17	0.000247773314962429	4	1	0.643220930502241	1	1
"ENSG00000108590"	"ENSG00000108590"	5.54221904434195e-08	0.000256888147310218	3	1	0.729632981531198	1	0.833333333333333
"ENSG00000198960"	"ENSG00000198960"	1.81419595000244e-14	0.000258666680202527	6	1	-0.598690932866266	1	1
"ENSG00000156515"	"ENSG00000156515"	5.18873573381735e-08	0.000260981274135659	3	1	-0.261107585999589	1	1
"ENSG00000197728"	"ENSG00000197728"	0.000777817208505683	0.000261047225955554	3	2	-0.264109318914448	1	1
"ENSG00000141298"	"ENSG00000141298"	1.38876921069774e-06	0.000273154241832873	5	2	0.259215490962551	1	1
"ENSG00000105388"	"ENSG00000105388"	0.000709697191801651	0.000281035067387352	4	2	0.659165273649799	1	1
"ENSG00000114353"	"ENSG00000114353"	2.22666425131014e-05	0.000282201911164524	3	1	0.177289850456426	1	1
"ENSG00000187054"	"ENSG00000187054"	1.95936116314437e-06	0.000293992814144843	4	1	-0.723840625147409	1	0.666666666666667
"ENSG00000068438"	"ENSG00000068438"	1.59103071874631e-05	0.000296173394761172	4	2	0.333194632461893	1	1
"ENSG00000001084"	"ENSG00000001084"	5.76899228269902e-46	0.000296194634157519	6	1	-0.398151193374154	1	1
"ENSG00000196591"	"ENSG00000196591"	6.24113668637814e-19	0.000306560073594917	4	2	0.219111375890877	1	1
"ENSG00000096872"	"ENSG00000096872"	2.233867882766e-05	0.000307275508175178	6	1	-0.565543851669472	1	1
"ENSG00000101782"	"ENSG00000101782"	3.12851181553918e-26	0.000318651892552154	6	1	0.660700287073027	1	1
"ENSG00000163001"	"ENSG00000163001"	8.03278257941765e-12	0.000327861420337624	4	1	0.460141038822247	1	1
"ENSG00000107164"	"ENSG00000107164"	5.13909515658591e-07	0.000357515219366701	3	1	-0.311706239117723	1	1
"ENSG00000176095"	"ENSG00000176095"	5.08037884145012e-09	0.000358136050356032	4	1	-0.53333604501576	1	1
"ENSG00000133265"	"ENSG00000133265"	4.74341759265635e-05	0.000362548493526819	4	1	0.380036443521112	1	1
"ENSG00000189171"	"ENSG00000189171"	2.57897372381029e-14	0.000364503963537955	4	2	-0.225621615650593	1	1
"ENSG00000122643"	"ENSG00000122643"	4.50393265990922e-11	0.000368584461442467	7	1	0.260942379812595	1	1
"ENSG00000186468"	"ENSG00000186468"	0.00394773812954204	0.000369345278046866	4	2	0.209650081896345	1	1
"ENSG00000206199"	"ENSG00000206199"	0.000268338954866294	0.000381658719113227	5	1	0.377115252484773	1	1
"ENSG00000149231"	"ENSG00000149231"	8.7016442389194e-05	0.000388405022409457	3	1	-0.708971599786341	1	0.666666666666667
"ENSG00000173039"	"ENSG00000173039"	1.47654932421169e-11	0.000396352879159666	5	1	0.662983470167214	1	1
"ENSG00000157764"	"ENSG00000157764"	2.91835828895866e-11	0.000403954121393354	6	1	0.51569658866663	1	1
"ENSG00000108588"	"ENSG00000108588"	0.00180468360341901	0.000423773652762829	3	1	-0.230011239514095	1	1
"ENSG00000126602"	"ENSG00000126602"	0.00146375198209587	0.000467095143925246	3	2	-0.204437839726735	1	1
"ENSG00000060237"	"ENSG00000060237"	1.75659032572452e-33	0.000478189086182949	8	1	-0.644018681896713	1	1
"ENSG00000072364"	"ENSG00000072364"	2.07628125165468e-09	0.000526464472184313	5	1	0.355984771183896	1	1
"ENSG00000105357"	"ENSG00000105357"	1.64354305367779e-17	0.000529916583232546	5	1	0.491795222780747	1	1
"ENSG00000125850"	"ENSG00000125850"	0.000579865812625793	0.000543405474702864	4	1	0.268006938159066	1	1
"ENSG00000092621"	"ENSG00000092621"	0.00276882066300957	0.00054710435760694	3	2	0.248697345819783	1	1
"ENSG00000125652"	"ENSG00000125652"	0.00342775364736162	0.000556990086171618	3	1	0.200581394968201	1	1
"ENSG00000145687"	"ENSG00000145687"	1.5015899027727e-09	0.000558703967013768	6	1	0.311792542706262	1	1
"ENSG00000168026"	"ENSG00000168026"	0.000947728952482082	0.000568521467193298	4	1	0.669531915396142	1	0.833333333333333
"ENSG00000184640"	"ENSG00000184640"	1.62105082984462e-33	0.000646179050006685	7	1	0.507433663038407	1	1
"ENSG00000172239"	"ENSG00000172239"	8.12741441882435e-41	0.00066795946747496	6	1	0.301698186785362	1	1
"ENSG00000106330"	"ENSG00000106330"	0.00125707485189327	0.000671588834760332	3	1	-0.223782503073429	1	1
"ENSG00000136436"	"ENSG00000136436"	5.00211503330228e-12	0.000682562213508528	6	2	0.621414811174259	1	0.833333333333333
"ENSG00000142867"	"ENSG00000142867"	1.90540484315774e-05	0.000691444905741962	3	1	0.219097249883917	1	1
"ENSG00000178719"	"ENSG00000178719"	0.000696175824682038	0.000721417669991211	3	1	-0.646990567727313	0.833333333333333	0.833333333333333
"ENSG00000271109"	"ENSG00000271109"	0.000136852068309228	0.000725364414566774	4	1	-0.679100274952073	1	0.833333333333333
"ENSG00000113163"	"ENSG00000113163"	8.28596753329858e-07	0.000735581262566804	5	2	-0.252061250522717	1	1
