"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Suprabasal_UK_72hpi_adult_Infected-Suprabasal_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000119333"	"ENSG00000119333"	3.80947189781451e-14	0.00464272054909068	7	1	-0.246683788021535	1	1
"ENSG00000070526"	"ENSG00000070526"	1.79147673773795e-11	0.00477583225562839	5	1	0.250931260975417	1	1
"ENSG00000153015"	"ENSG00000153015"	0.0168068527518917	0.00486180997472886	3	2	0.519159926010179	1	1
"ENSG00000086061"	"ENSG00000086061"	0.00430040812282192	0.00488018375042387	3	1	0.208223777859486	1	1
"ENSG00000186468"	"ENSG00000186468"	0.026695650035953	0.00488611617648916	3	1	0.30941312793875	1	1
"ENSG00000132507"	"ENSG00000132507"	2.01656532245398e-07	0.00500208057954571	4	1	-0.158644261196079	1	1
"ENSG00000132780"	"ENSG00000132780"	7.49541283055086e-08	0.00513279430816751	7	1	-0.313827149782807	1	1
"ENSG00000140416"	"ENSG00000140416"	3.93889640168702e-11	0.00521995886206769	4	1	-0.382505782019998	1	1
"ENSG00000105223"	"ENSG00000105223"	1.12943081962698e-05	0.00529277914689381	11	1	0.257421354953356	1	1
"ENSG00000124570"	"ENSG00000124570"	1.20601305586582e-06	0.00532812842685111	7	1	0.249999236722754	1	1
"ENSG00000138663"	"ENSG00000138663"	8.3647015219252e-05	0.00536038142681767	4	1	0.20951454151157	1	1
"ENSG00000126106"	"ENSG00000126106"	0.00156307723121265	0.0055429054765486	3	1	-0.712363582829991	1	0.833333333333333
"ENSG00000073737"	"ENSG00000073737"	0.00548739764684807	0.00557878143678779	3	1	-0.137094522161963	1	1
"ENSG00000178252"	"ENSG00000178252"	0.0223447613424838	0.00566616132680662	4	1	0.760626934059618	0.833333333333333	0.666666666666667
"ENSG00000154380"	"ENSG00000154380"	0.000219655657176263	0.0057302640251218	5	2	-0.473017755364991	1	1
"ENSG00000119559"	"ENSG00000119559"	0.0255770316441966	0.00573661954539365	3	2	-0.417188256444837	1	1
"ENSG00000185420"	"ENSG00000185420"	0.00324719976050126	0.00591408103830028	5	1	0.320682712013502	1	1
"ENSG00000106733"	"ENSG00000106733"	1.78815082229222e-10	0.00592671546024909	7	1	0.46506648186375	1	1
"ENSG00000119844"	"ENSG00000119844"	0.000369355837725295	0.006585206435041	4	1	0.527194481029418	1	1
"ENSG00000165119"	"ENSG00000165119"	0.00796843148022712	0.00665194432098772	5	1	0.201167137869214	1	1
"ENSG00000183011"	"ENSG00000183011"	0.0174790758168922	0.00704857870932403	5	1	-0.133398226838695	1	1
"ENSG00000105619"	"ENSG00000105619"	9.63021584301977e-06	0.00705231641282976	3	1	-0.465847973781201	1	1
"ENSG00000152240"	"ENSG00000152240"	0.00498934430259931	0.00735430579719168	3	1	0.344282149859429	1	1
"ENSG00000163882"	"ENSG00000163882"	5.79824105948665e-11	0.00740278229146736	7	1	-0.803268188564924	1	0.833333333333333
"ENSG00000142867"	"ENSG00000142867"	0.025244957406197	0.00783454734601232	3	2	-0.317195424435952	1	1
"ENSG00000135968"	"ENSG00000135968"	3.75223723012736e-10	0.00801085376694385	8	1	0.26972763355021	1	1
"ENSG00000175197"	"ENSG00000175197"	0.0304425000291561	0.00812569185597239	4	1	0.179003168249975	1	1
"ENSG00000133265"	"ENSG00000133265"	1.49294682440142e-05	0.00847646833440241	4	1	-0.383046189465417	1	1
"ENSG00000149573"	"ENSG00000149573"	0.0499218223907913	0.00864739203037179	4	1	-0.192088226371627	1	1
"ENSG00000115685"	"ENSG00000115685"	0.00319140578521026	0.00866775916486483	6	1	-0.176097423363953	1	1
"ENSG00000146731"	"ENSG00000146731"	1.52662339609135e-09	0.00895193990245949	3	1	0.390458323479915	1	1
"ENSG00000026025"	"ENSG00000026025"	0.00250079656407548	0.00897734483204203	3	1	-0.344713069178543	1	1
"ENSG00000011295"	"ENSG00000011295"	0.00319001413569288	0.00901210697675587	3	1	0.424862478511147	1	1
"ENSG00000181392"	"ENSG00000181392"	0.0322065604570792	0.00906699485587145	3	2	0.583858316324156	1	0.833333333333333
"ENSG00000066855"	"ENSG00000066855"	0.00654819306637369	0.00925097182227017	3	1	0.671179118194059	1	1
"ENSG00000144061"	"ENSG00000144061"	0.00803932476085917	0.00937272492907251	4	1	-0.345945816453964	1	1
"ENSG00000077327"	"ENSG00000077327"	0.007538961239999	0.00945888578206277	6	1	-0.28130718420286	1	1
"ENSG00000170142"	"ENSG00000170142"	0.000304281809785471	0.00945933329345344	5	1	0.786378649902153	1	0.833333333333333
"ENSG00000115464"	"ENSG00000115464"	0.000491948589685106	0.00970538999038835	5	1	-0.565155855824657	1	1
"ENSG00000111679"	"ENSG00000111679"	0.0415255144803321	0.00978862387511055	5	1	-0.398232404512569	1	1
"ENSG00000203950"	"ENSG00000203950"	0.0407908662312315	0.0101605921374387	3	2	0.261373135741324	1	1
"ENSG00000145191"	"ENSG00000145191"	0.00207160342913956	0.0104144908558068	5	1	0.403661672394716	1	1
"ENSG00000174428"	"ENSG00000174428"	0.0339752364364002	0.010760459179219	3	2	-0.458280731240781	1	1
"ENSG00000160838"	"ENSG00000160838"	0.0228419013659955	0.0108961144244919	4	1	0.410017294733791	1	1
"ENSG00000137500"	"ENSG00000137500"	8.06466353141054e-14	0.0113175345701871	9	1	-0.461536781672968	1	1
"ENSG00000151773"	"ENSG00000151773"	4.75240572245835e-06	0.0115184081275566	3	1	0.975104675253772	1	0.5
"ENSG00000170296"	"ENSG00000170296"	1.23487067228177e-19	0.0117104689480099	5	2	0.928783560155733	1	0.833333333333333
"ENSG00000100219"	"ENSG00000100219"	0.000304985598370453	0.0117513738770226	3	1	0.179820634941427	1	1
"ENSG00000149084"	"ENSG00000149084"	1.81924962714212e-09	0.0118260585448099	5	1	0.295631518560964	1	1
"ENSG00000157601"	"ENSG00000157601"	2.13157843882255e-17	0.0118807930021391	6	1	-0.343371909654989	1	1
"ENSG00000247556"	"ENSG00000247556"	0.0155278338287318	0.0119169168126398	3	1	-0.607057323696549	1	0.833333333333333
"ENSG00000185104"	"ENSG00000185104"	2.1836309149124e-08	0.0119177133248525	4	1	-0.605181994970524	1	0.833333333333333
"ENSG00000129128"	"ENSG00000129128"	2.32427468486807e-14	0.0119559286370029	3	1	-0.711086125310446	1	1
"ENSG00000167986"	"ENSG00000167986"	9.66079398944939e-23	0.012836111397484	6	1	-0.705881951063832	1	0.666666666666667
"ENSG00000127554"	"ENSG00000127554"	3.92309504665689e-05	0.0136222770144552	3	2	0.834226628074494	1	1
"ENSG00000172830"	"ENSG00000172830"	0.00262848604772564	0.013737188889655	5	1	0.552761816204092	1	0.833333333333333
"ENSG00000147439"	"ENSG00000147439"	0.0257667020302825	0.0138142293546478	4	1	-0.381739237942554	1	1
"ENSG00000141698"	"ENSG00000141698"	0.000403978639135264	0.0141860821557108	6	1	-0.226103015568946	1	1
"ENSG00000178950"	"ENSG00000178950"	0.0428174501489496	0.0142269141231096	4	1	-0.728569853344498	0.833333333333333	0.666666666666667
"ENSG00000179094"	"ENSG00000179094"	5.41742938463934e-07	0.0144980550891525	8	1	-0.235133658847809	1	1
"ENSG00000057935"	"ENSG00000057935"	5.26922472471234e-06	0.0146336340821198	4	1	0.428215080064152	1	1
"ENSG00000198015"	"ENSG00000198015"	1.33545673355378e-05	0.0146414607510842	3	1	-0.369641721624985	1	1
"ENSG00000108604"	"ENSG00000108604"	4.57478725294439e-08	0.0156751804652009	4	1	-0.527271953414172	1	1
"ENSG00000215256"	"ENSG00000215256"	0.00232757535106775	0.0165279912064171	3	1	0.523142042004652	1	1
"ENSG00000140455"	"ENSG00000140455"	0.00351682388102253	0.0173359717921175	6	1	-0.330579893194938	1	1
"ENSG00000136802"	"ENSG00000136802"	0.00965580739734267	0.0174898708164897	4	1	0.383445494072146	1	1
"ENSG00000166012"	"ENSG00000166012"	1.8645553034518e-07	0.0177691726017637	5	1	0.46085403206123	1	0.833333333333333
"ENSG00000265190"	"ENSG00000265190"	3.93889640168702e-11	0.0177914765772844	9	1	-0.244689230502354	1	1
"ENSG00000155287"	"ENSG00000155287"	0.000221526049016942	0.0178521604382527	5	1	-0.250107853635114	1	1
"ENSG00000204711"	"ENSG00000204711"	0.0442562075415339	0.0183794398649958	6	1	-0.191866017022274	1	1
"ENSG00000158747"	"ENSG00000158747"	0.000744676579934316	0.0189518275849649	6	2	-0.275992065835886	1	1
"ENSG00000170365"	"ENSG00000170365"	0.0350501132166173	0.0198143284740393	4	1	-0.331263535125236	1	1
"ENSG00000123545"	"ENSG00000123545"	0.0237981223952715	0.0198310360486325	3	1	-0.220011179620786	1	1
"ENSG00000167526"	"ENSG00000167526"	1.87241607848273e-11	0.0202315168031822	6	1	0.160722405485246	1	1
"ENSG00000197461"	"ENSG00000197461"	1.66105545657862e-05	0.0208166645728137	4	1	-0.529794084018007	1	0.833333333333333
"ENSG00000134283"	"ENSG00000134283"	0.000407241089896128	0.0215523377659726	7	1	-0.399657143625194	1	0.833333333333333
"ENSG00000175110"	"ENSG00000175110"	0.000141486775371549	0.0230587142702101	4	1	-0.302328863796042	1	1
"ENSG00000205937"	"ENSG00000205937"	2.63406799894771e-05	0.0231480531942638	7	1	-0.25988412680843	1	1
"ENSG00000135679"	"ENSG00000135679"	0.000205711968166858	0.0232694652608317	8	1	-0.332051282044871	1	1
"ENSG00000089127"	"ENSG00000089127"	0.0420812207179229	0.023313703401156	3	1	-0.339629368526502	1	1
"ENSG00000176261"	"ENSG00000176261"	0.000222392559045318	0.0238850462327603	8	1	-0.420970323021265	1	1
"ENSG00000162073"	"ENSG00000162073"	0.00126851829640895	0.0246574553419045	3	1	0.57663075627615	1	0.833333333333333
"ENSG00000111011"	"ENSG00000111011"	7.83131640817845e-06	0.0246715845291327	12	1	-0.184615549623196	1	1
"ENSG00000147010"	"ENSG00000147010"	4.97766542682838e-05	0.0259798667558304	4	1	-0.722664306262123	1	0.666666666666667
"ENSG00000126778"	"ENSG00000126778"	0.00065517712080775	0.0267561791859775	3	1	0.515657895193727	0.833333333333333	0.666666666666667
"ENSG00000100949"	"ENSG00000100949"	0.00208332396243228	0.0267925429627073	4	1	0.422221080712826	1	1
"ENSG00000132773"	"ENSG00000132773"	0.000285799212551082	0.028639518112691	3	1	-0.674139026873567	1	0.833333333333333
"ENSG00000136518"	"ENSG00000136518"	4.10543733774341e-07	0.0293660645477315	4	1	0.333560378533044	1	1
"ENSG00000176945"	"ENSG00000176945"	0.0219537114220531	0.0303444964797188	7	1	0.19674956956096	1	1
"ENSG00000088930"	"ENSG00000088930"	3.66289084999587e-11	0.0303955241588126	4	1	-0.509781032656582	1	0.666666666666667
"ENSG00000115694"	"ENSG00000115694"	1.34344005914197e-13	0.0306023558555798	8	1	-0.517857124407284	1	1
"ENSG00000158373"	"ENSG00000158373"	0.000203540890122302	0.0308809856619986	3	1	0.380916378589099	1	1
"ENSG00000119335"	"ENSG00000119335"	0.000173253592560268	0.03151760933699	3	1	0.354668762175483	1	1
"ENSG00000171124"	"ENSG00000171124"	0.00361991250891549	0.0320001686501041	5	1	0.261424258945673	1	1
"ENSG00000149480"	"ENSG00000149480"	0.023842572832267	0.032357581363275	3	1	0.438162660532201	1	0.833333333333333
"ENSG00000152582"	"ENSG00000152582"	0.0150762212285802	0.0324135569789396	3	1	0.623531677119446	1	1
"ENSG00000132485"	"ENSG00000132485"	0.0179544989177037	0.0331343908576682	5	1	0.304448720613618	1	1
"ENSG00000185650"	"ENSG00000185650"	1.87360712973716e-10	0.0340724833959634	5	1	-0.323955329635222	1	1
"ENSG00000126581"	"ENSG00000126581"	1.00891939421613e-09	0.0347537768344106	7	1	0.279134005139921	1	1
"ENSG00000137575"	"ENSG00000137575"	3.32610546062925e-05	0.0359400807747932	4	1	0.251220624501225	1	1
"ENSG00000175582"	"ENSG00000175582"	1.67305075625112e-05	0.0365096857667362	5	1	-0.294061987012054	1	1
"ENSG00000130826"	"ENSG00000130826"	6.45037150663816e-05	0.0371873208135496	3	1	0.289854818950194	1	1
"ENSG00000153443"	"ENSG00000153443"	6.06108524967571e-05	0.0373914156488965	8	1	0.219470151329399	1	1
"ENSG00000150093"	"ENSG00000150093"	9.50814244325976e-05	0.0377286547057516	5	1	-0.229237851628346	1	1
"ENSG00000243836"	"ENSG00000243836"	0.00449164231062043	0.0387356484945081	4	1	-0.174277850127482	1	1
"ENSG00000182670"	"ENSG00000182670"	9.10009803730663e-08	0.0387601189236129	8	1	-0.190426703019615	1	1
"ENSG00000161618"	"ENSG00000161618"	9.10009803730663e-08	0.0389460996144184	7	1	-0.333664163611562	1	1
"ENSG00000141013"	"ENSG00000141013"	0.0033552639851345	0.0391693337543837	4	1	-0.31533688578856	1	1
"ENSG00000006118"	"ENSG00000006118"	2.52734517645271e-07	0.0391946344896519	6	1	0.372632457173662	1	1
"ENSG00000075539"	"ENSG00000075539"	0.0118866493941015	0.039378159594194	4	1	0.605530552164334	1	0.833333333333333
"ENSG00000070731"	"ENSG00000070731"	6.17850574974048e-06	0.0396470833138962	7	1	-0.289564622984173	1	1
"ENSG00000160813"	"ENSG00000160813"	1.52354233788308e-06	0.0405038352553809	6	1	0.226069065541093	1	1
"ENSG00000110328"	"ENSG00000110328"	0.00518923691534513	0.0409080577489997	3	1	-0.301125578359265	1	1
"ENSG00000177106"	"ENSG00000177106"	1.66846236277778e-10	0.0411975395054194	9	1	-0.238805950546838	1	1
"ENSG00000177666"	"ENSG00000177666"	0.0119214052880926	0.042125217829748	6	1	-0.360569944885291	1	1
"ENSG00000242247"	"ENSG00000242247"	0.016759341946425	0.0425604096728401	3	1	0.223625833760057	1	1
"ENSG00000178927"	"ENSG00000178927"	0.040652209415464	0.043063962096145	4	1	-0.352182831780927	1	1
"ENSG00000164040"	"ENSG00000164040"	0.0187981657137402	0.0433524032991686	3	1	-0.461048277442371	1	0.833333333333333
"ENSG00000087903"	"ENSG00000087903"	0.000955256946460884	0.0438736494987541	5	1	0.509583462149816	1	0.666666666666667
"ENSG00000198496"	"ENSG00000198496"	0.00240683873559333	0.044032856847554	3	1	-0.789119931510025	1	0.666666666666667
"ENSG00000117139"	"ENSG00000117139"	0.00152661513674553	0.0441765898701535	4	1	0.20080681510131	1	1
"ENSG00000160695"	"ENSG00000160695"	0.0170598310324015	0.0449048614294622	3	1	0.5527370422422	1	1
"ENSG00000116521"	"ENSG00000116521"	0.0221074585167231	0.0453761391369836	4	1	0.32601845404211	1	1
"ENSG00000197249"	"ENSG00000197249"	0.0322407008494558	0.0454221967260803	3	1	0.546812977126239	1	0.833333333333333
"ENSG00000146733"	"ENSG00000146733"	2.47845659088749e-09	0.0454621555597604	5	1	-0.673683218483436	1	0.833333333333333
"ENSG00000188659"	"ENSG00000188659"	0.000386313261814923	0.0465901496884163	4	1	0.919353291254384	1	0.666666666666667
"ENSG00000176597"	"ENSG00000176597"	4.03651838758591e-05	0.0466070997944171	5	1	0.228115067165075	1	1
"ENSG00000138398"	"ENSG00000138398"	0.0237981223952715	0.0469836933701101	3	1	0.383893408076972	1	1
"ENSG00000182180"	"ENSG00000182180"	0.00450515155192191	0.0470035107390833	7	1	-0.300572567375967	1	1
"ENSG00000104611"	"ENSG00000104611"	0.0055170260138227	0.0472634677107	8	1	-0.232643860566721	1	1
"ENSG00000186298"	"ENSG00000186298"	3.83627704062052e-07	0.0486037266548834	7	1	0.213908933991054	1	1
"ENSG00000163597"	"ENSG00000163597"	1.77521800074823e-14	0.0491915961112461	9	1	-0.270978480388882	1	1
