"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_UK_72hpi_adult_Infected-Ciliated_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000197912"	"ENSG00000197912"	2.13885220591776e-12	1.37997351603342e-07	8	1	0.543590821974678	1	1
"ENSG00000103197"	"ENSG00000103197"	5.39754987854499e-07	1.4215113629528e-07	5	2	0.656198949514509	1	1
"ENSG00000129636"	"ENSG00000129636"	7.07631131987581e-22	1.56168434659669e-07	5	1	0.587006684620633	1	1
"ENSG00000122417"	"ENSG00000122417"	3.56060057437364e-33	1.59864465615073e-07	8	1	-0.409691415698808	1	1
"ENSG00000161618"	"ENSG00000161618"	1.07056833702521e-15	1.62003014130757e-07	6	1	-0.473221513169113	1	1
"ENSG00000154380"	"ENSG00000154380"	2.45891951138258e-14	1.6915204210077e-07	6	2	-0.433976349229238	1	1
"ENSG00000203950"	"ENSG00000203950"	1.24194745915374e-06	1.70913420847668e-07	3	2	0.335918306978732	1	1
"ENSG00000109689"	"ENSG00000109689"	2.23180313154306e-21	1.8260586449019e-07	3	1	0.95819905675917	1	0.666666666666667
"ENSG00000167986"	"ENSG00000167986"	5.63894240150777e-37	1.8680090459968e-07	5	1	-0.589843702465728	1	1
"ENSG00000186480"	"ENSG00000186480"	1.12803724367421e-07	1.87498227081566e-07	5	2	0.430154758195782	1	1
"ENSG00000132254"	"ENSG00000132254"	4.27398369482109e-28	2.15992160903352e-07	6	1	-0.556810572852673	1	1
"ENSG00000115561"	"ENSG00000115561"	2.85460885760104e-06	2.22000446164551e-07	3	1	-0.195799856632394	1	1
"ENSG00000153786"	"ENSG00000153786"	2.88768215282635e-08	2.22364399586841e-07	4	1	-0.603438699722596	1	1
"ENSG00000067082"	"ENSG00000067082"	2.4867486054495e-06	2.34390494692171e-07	3	2	0.359945170445264	1	1
"ENSG00000197746"	"ENSG00000197746"	1.05044415682559e-08	2.35912328047667e-07	3	1	0.41957273621834	1	1
"ENSG00000090060"	"ENSG00000090060"	8.32347535267288e-17	2.41558541484429e-07	6	1	-0.288709066193543	1	1
"ENSG00000108604"	"ENSG00000108604"	2.44234366630392e-13	2.93988666644083e-07	3	1	-0.607150540318692	1	1
"ENSG00000111142"	"ENSG00000111142"	2.32896676720411e-15	3.72102168485459e-07	5	1	-0.385122740860178	1	1
"ENSG00000182093"	"ENSG00000182093"	7.36255672301969e-30	4.2152010457465e-07	7	1	-0.425799904277297	1	1
"ENSG00000165175"	"ENSG00000165175"	4.04476640755266e-06	4.34469482790411e-07	3	2	-0.331696520984119	1	1
"ENSG00000176623"	"ENSG00000176623"	1.55325270132289e-34	4.43270636708264e-07	9	1	0.355969155340357	1	1
"ENSG00000116478"	"ENSG00000116478"	6.56186919517807e-13	4.71255182377872e-07	3	1	-0.187749752035329	1	1
"ENSG00000034152"	"ENSG00000034152"	9.67475572872864e-07	5.71314882068344e-07	3	2	0.290646397823868	1	1
"ENSG00000149084"	"ENSG00000149084"	6.10294912941866e-22	6.53026427849284e-07	5	1	0.388052864482579	1	1
"ENSG00000179094"	"ENSG00000179094"	1.83044396102905e-22	6.57470923989202e-07	8	1	0.249164792663316	1	1
"ENSG00000132470"	"ENSG00000132470"	1.53658287252133e-63	7.25659504986062e-07	6	1	0.588352537677122	1	1
"ENSG00000116560"	"ENSG00000116560"	5.01097324634499e-22	9.79710751669796e-07	6	1	-0.839470263850879	1	1
"ENSG00000162949"	"ENSG00000162949"	1.57523859082553e-10	9.84907106517548e-07	5	1	0.253947590219664	1	1
"ENSG00000235899"	"ENSG00000235899"	1.94682924748309e-09	9.86617027494091e-07	4	1	0.695651545315769	1	1
"ENSG00000185049"	"ENSG00000185049"	5.44512305121127e-06	1.04043608819822e-06	4	1	-0.732342427264356	1	1
"ENSG00000132507"	"ENSG00000132507"	1.22346503636544e-18	1.05228914681893e-06	4	1	-0.207593287640508	1	1
"ENSG00000186298"	"ENSG00000186298"	1.39537234860052e-14	1.08042452653835e-06	5	1	0.246230860437141	1	1
"ENSG00000173041"	"ENSG00000173041"	4.05346029528594e-08	1.12546821636457e-06	3	1	0.640641962825634	1	1
"ENSG00000101347"	"ENSG00000101347"	1.14263344416525e-17	1.1320317507442e-06	9	1	0.310179409048412	1	1
"ENSG00000184887"	"ENSG00000184887"	4.4156941908879e-12	1.2732830280797e-06	4	1	0.700379871683555	1	0.666666666666667
"ENSG00000166145"	"ENSG00000166145"	4.12328718336149e-56	1.3755527462705e-06	7	1	0.348717455412588	1	1
"ENSG00000106853"	"ENSG00000106853"	7.26329556256579e-12	1.49883475302406e-06	8	1	-0.192103218523256	1	1
"ENSG00000273749"	"ENSG00000273749"	1.01958483407991e-06	1.53969077922446e-06	4	1	-0.758569262498432	1	0.833333333333333
"ENSG00000136261"	"ENSG00000136261"	2.66899201265888e-24	1.56531913069888e-06	4	1	-0.383572061742258	1	1
"ENSG00000124074"	"ENSG00000124074"	5.60805725837517e-28	1.65136628312615e-06	3	1	0.82216928390531	1	1
"ENSG00000136425"	"ENSG00000136425"	2.27949141768251e-08	1.66098944807602e-06	6	1	-0.490567425149396	1	1
"ENSG00000091542"	"ENSG00000091542"	4.39177795132632e-10	1.78829823966793e-06	3	1	0.63036585029863	1	1
"ENSG00000148719"	"ENSG00000148719"	4.98921098179425e-20	1.93828607651383e-06	7	1	0.391168946128939	1	1
"ENSG00000054282"	"ENSG00000054282"	1.82554126019457e-08	1.95163963317737e-06	3	1	-0.464324549426501	1	1
"ENSG00000069812"	"ENSG00000069812"	3.88307491322572e-06	1.95594975351303e-06	3	1	0.810394941654286	1	0.833333333333333
"ENSG00000127837"	"ENSG00000127837"	2.45657554333427e-09	2.01326535414431e-06	3	1	-0.247361983305677	1	1
"ENSG00000173801"	"ENSG00000173801"	6.05046776574408e-24	2.19868242279084e-06	7	1	-0.336222636496635	1	1
"ENSG00000086598"	"ENSG00000086598"	1.12227836986853e-09	2.36611357374496e-06	3	2	-0.942806800316419	1	0.833333333333333
"ENSG00000164442"	"ENSG00000164442"	2.57359750542625e-05	2.38095280793935e-06	3	1	-0.189999274715852	1	1
"ENSG00000129128"	"ENSG00000129128"	1.45063480861455e-24	2.67311137279105e-06	3	1	-0.776997264584898	1	1
"ENSG00000139620"	"ENSG00000139620"	7.98772868747569e-13	2.79903028872547e-06	5	1	-0.595956477935569	1	1
"ENSG00000132780"	"ENSG00000132780"	2.79510581572935e-13	2.94706196438048e-06	6	1	0.308689686818299	1	1
"ENSG00000176731"	"ENSG00000176731"	3.18679706384656e-05	3.0458738303782e-06	3	1	0.19294375945239	1	1
"ENSG00000113712"	"ENSG00000113712"	2.55833523996435e-82	3.09304810590124e-06	11	1	-0.262072587302007	1	1
"ENSG00000213246"	"ENSG00000213246"	4.44316268526587e-15	3.1848220687542e-06	5	1	-0.238890140310336	1	1
"ENSG00000049449"	"ENSG00000049449"	3.59784266662214e-21	3.20076619871853e-06	4	1	0.684294556470008	1	1
"ENSG00000180881"	"ENSG00000180881"	1.07424670854024e-05	3.2520483843981e-06	3	2	0.550507679600518	1	1
"ENSG00000125944"	"ENSG00000125944"	5.48523133001279e-73	3.33154316422833e-06	7	1	0.47705802793677	1	1
"ENSG00000146963"	"ENSG00000146963"	9.15134640155229e-22	3.34093580502821e-06	4	2	-0.3663464370209	1	1
"ENSG00000138107"	"ENSG00000138107"	1.99125293674142e-26	3.53081093959158e-06	3	1	0.82615239166081	1	1
"ENSG00000163597"	"ENSG00000163597"	1.01394874733408e-27	4.86436070282183e-06	7	1	0.242587686454529	1	1
"ENSG00000073578"	"ENSG00000073578"	4.96044624080383e-76	5.09905058925127e-06	5	1	-0.495553921305666	1	1
"ENSG00000170017"	"ENSG00000170017"	3.42750221111625e-07	5.58117022788721e-06	4	1	-0.496303598061583	1	1
"ENSG00000153187"	"ENSG00000153187"	6.72443031089775e-13	5.75899251146974e-06	4	2	0.445946561041255	1	1
"ENSG00000134825"	"ENSG00000134825"	4.47173129355063e-13	5.77068508075033e-06	4	3	0.955707228593229	1	0.833333333333333
"ENSG00000196872"	"ENSG00000196872"	2.08959895953321e-15	5.80803756905135e-06	7	1	-0.452867553049387	1	1
"ENSG00000025708"	"ENSG00000025708"	2.40811413811884e-62	6.44958908351766e-06	6	1	0.407671441939569	1	1
"ENSG00000182944"	"ENSG00000182944"	9.54958308706193e-22	6.82219430298318e-06	12	2	-0.254977121273324	1	1
"ENSG00000128739"	"ENSG00000128739"	1.22125895310212e-89	7.16837715386105e-06	3	1	-0.712488635993917	1	1
"ENSG00000068305"	"ENSG00000068305"	6.29260401311769e-08	7.44931656945582e-06	5	1	-0.597426293117887	1	1
"ENSG00000152439"	"ENSG00000152439"	3.04944228055633e-06	8.33866782856751e-06	3	1	-0.680963070813158	1	1
"ENSG00000119335"	"ENSG00000119335"	4.49763338447116e-11	9.09691165584277e-06	3	1	0.31518772398332	1	1
"ENSG00000019582"	"ENSG00000019582"	7.60257708358573e-05	9.14523338300283e-06	3	1	0.258380923031123	1	1
"ENSG00000168936"	"ENSG00000168936"	2.10138686704331e-21	9.15642385799889e-06	8	1	-0.535712669897583	1	0.833333333333333
"ENSG00000073803"	"ENSG00000073803"	3.18679706384656e-05	9.54092454725453e-06	3	2	-0.255009527211657	1	1
"ENSG00000146282"	"ENSG00000146282"	6.88555938148292e-14	1.02971779388161e-05	6	1	-0.305455711124836	1	1
"ENSG00000104695"	"ENSG00000104695"	4.96598905140392e-05	1.06424263406352e-05	3	2	-0.314160652288294	1	1
"ENSG00000143612"	"ENSG00000143612"	9.87113497089015e-05	1.13021109382571e-05	4	1	-0.194257756896274	1	1
"ENSG00000270647"	"ENSG00000270647"	3.43221587157005e-26	1.1476402343144e-05	6	1	0.378072081188336	1	1
"ENSG00000155868"	"ENSG00000155868"	6.32631243449796e-09	1.25552171023901e-05	3	1	-0.395994401899821	1	1
"ENSG00000183889"	"ENSG00000183889"	7.23016101626957e-10	1.41410739705994e-05	4	2	0.548115118878981	1	1
"ENSG00000120742"	"ENSG00000120742"	5.55636548576974e-17	1.53449908105975e-05	5	1	0.273929858079166	1	1
"ENSG00000254986"	"ENSG00000254986"	1.9242885650159e-06	1.58051820159916e-05	3	1	-0.371816601673314	1	1
"ENSG00000183431"	"ENSG00000183431"	8.32305859865964e-09	1.68187579197091e-05	3	1	-0.713837436814743	1	0.833333333333333
"ENSG00000119844"	"ENSG00000119844"	1.39911424397166e-08	1.6874695647155e-05	4	1	0.474124184782472	1	1
"ENSG00000171311"	"ENSG00000171311"	5.76077227003864e-15	1.80588623507057e-05	4	2	-0.844564599963043	1	1
"ENSG00000204386"	"ENSG00000204386"	1.30547017950979e-06	2.05304074145051e-05	3	1	-0.913041860747682	1	0.833333333333333
"ENSG00000110841"	"ENSG00000110841"	1.36505678765146e-06	2.11361891008434e-05	4	2	-0.402684137698477	1	1
"ENSG00000127554"	"ENSG00000127554"	2.83167125313572e-09	2.18805323119129e-05	3	2	0.744559187175248	1	1
"ENSG00000129514"	"ENSG00000129514"	9.52716726219625e-05	2.30981780164447e-05	3	2	-0.749764776574751	1	0.833333333333333
"ENSG00000133265"	"ENSG00000133265"	4.73391904035292e-15	2.36560446895344e-05	5	1	-0.41394179551972	1	1
"ENSG00000167325"	"ENSG00000167325"	1.25273937578415e-05	2.41169122316424e-05	3	1	-0.280715176262537	1	1
"ENSG00000110330"	"ENSG00000110330"	3.16874284661894e-08	2.75066596716002e-05	4	1	-0.270608961026069	1	1
"ENSG00000238142"	"ENSG00000238142"	0.000100716347996083	2.89264305822864e-05	4	2	-0.385780121858071	1	1
"ENSG00000137193"	"ENSG00000137193"	6.00665430621199e-06	3.01651631478026e-05	4	1	0.329400042976663	1	1
"ENSG00000160838"	"ENSG00000160838"	1.16155155118183e-05	3.11562335407268e-05	4	2	0.406448865804703	1	1
"ENSG00000070081"	"ENSG00000070081"	8.08621081923192e-08	3.20955664796632e-05	8	1	0.204172984809946	1	1
"ENSG00000154099"	"ENSG00000154099"	0.000205390435407126	3.73920486877429e-05	6	1	-0.421993291718361	1	1
"ENSG00000092199"	"ENSG00000092199"	3.11598864799002e-20	3.75785863815176e-05	9	2	-0.185328771584773	1	1
"ENSG00000168615"	"ENSG00000168615"	1.87188202829281e-05	3.84417398369692e-05	6	1	0.5593510838953	1	1
"ENSG00000134779"	"ENSG00000134779"	5.6889879430914e-46	4.0869315608141e-05	11	1	-0.342032897659429	1	0.833333333333333
"ENSG00000187017"	"ENSG00000187017"	1.4352426126662e-07	4.36791509718985e-05	6	1	0.65468656751858	1	0.666666666666667
"ENSG00000161905"	"ENSG00000161905"	8.36920975625819e-07	4.44398831730107e-05	4	1	0.270115582148354	1	1
"ENSG00000121578"	"ENSG00000121578"	7.53679106798477e-08	4.48547957141191e-05	6	1	0.202159080417675	1	1
"ENSG00000048405"	"ENSG00000048405"	1.34533630461231e-14	4.60971954083037e-05	5	2	-0.471216726981735	1	1
"ENSG00000147010"	"ENSG00000147010"	3.27143632396542e-11	4.91401530071398e-05	4	1	-0.777070899138871	1	0.833333333333333
"ENSG00000114354"	"ENSG00000114354"	8.98532430685642e-30	4.9727313436806e-05	5	1	-0.186871174257732	1	1
"ENSG00000180398"	"ENSG00000180398"	4.29685203465583e-33	5.32824950187275e-05	13	1	-0.324999645110064	1	1
"ENSG00000117523"	"ENSG00000117523"	1.02185903356088e-11	5.8516555385458e-05	5	2	-0.627586215082253	1	1
"ENSG00000133835"	"ENSG00000133835"	2.26089441571988e-10	5.87724319894749e-05	6	1	-0.272695124041159	1	1
"ENSG00000136197"	"ENSG00000136197"	2.04028062551499e-05	6.57751950356869e-05	3	1	0.553956900109018	1	1
"ENSG00000158747"	"ENSG00000158747"	8.40299409940998e-07	6.59428974493844e-05	5	1	-0.250307091380004	1	1
"ENSG00000057935"	"ENSG00000057935"	3.14434132729063e-13	7.25594138489837e-05	3	1	0.528625345903825	1	1
"ENSG00000072310"	"ENSG00000072310"	1.66270109812429e-06	7.30846755748563e-05	5	1	0.34886274121179	1	1
"ENSG00000221914"	"ENSG00000221914"	1.15926371861248e-11	7.39426753285931e-05	4	1	0.323942701368828	1	1
"ENSG00000125877"	"ENSG00000125877"	5.87844348496035e-15	7.92719796592986e-05	6	1	0.28083190432576	1	1
"ENSG00000149182"	"ENSG00000149182"	4.96825283568132e-05	8.36364988712418e-05	6	2	-0.275186598267148	1	1
"ENSG00000168994"	"ENSG00000168994"	1.05359908557328e-08	8.69012846905165e-05	3	1	-0.379662469120515	1	1
"ENSG00000134108"	"ENSG00000134108"	0.000244477092837617	9.73090304914014e-05	4	2	-0.439570520384607	1	1
"ENSG00000226067"	"ENSG00000226067"	4.36248901524847e-20	9.87207926871931e-05	9	1	-0.362874289112736	1	1
"ENSG00000152558"	"ENSG00000152558"	4.85921127303706e-42	0.000100266905420517	3	1	0.708512076177567	1	1
"ENSG00000242247"	"ENSG00000242247"	6.35099983620646e-06	0.000103512952121421	3	1	0.296689940126762	1	1
"ENSG00000164934"	"ENSG00000164934"	6.98283248981012e-68	0.00010742319258236	3	1	-0.725610190942967	1	1
"ENSG00000100983"	"ENSG00000100983"	4.13404316675106e-19	0.000107701087328883	5	1	0.338657900759975	1	1
"ENSG00000177731"	"ENSG00000177731"	0.000320450566209777	0.000108493404335409	4	2	0.269087231940245	1	1
"ENSG00000086504"	"ENSG00000086504"	0.000433739135940835	0.000110733813381001	3	1	0.225075350165305	1	1
"ENSG00000114353"	"ENSG00000114353"	7.52846253495297e-09	0.000114890096540983	4	1	-0.162930380934698	1	1
"ENSG00000160633"	"ENSG00000160633"	0.000131408209311781	0.000126397617208231	3	2	-0.314089368725384	1	1
"ENSG00000177427"	"ENSG00000177427"	2.00227469259783e-08	0.0001330912766506	5	1	-0.402191605429133	1	1
"ENSG00000075089"	"ENSG00000075089"	9.5495891748728e-06	0.000140335889070328	4	1	-0.693479967066571	1	1
"ENSG00000005206"	"ENSG00000005206"	3.69325006508025e-09	0.000156136288698824	8	1	0.362134319739042	1	1
"ENSG00000169228"	"ENSG00000169228"	1.80285623860394e-08	0.000163083665079898	6	1	-0.182076382278484	1	1
"ENSG00000148735"	"ENSG00000148735"	2.3069916306069e-12	0.000165770815218019	6	1	0.219280398675665	1	1
"ENSG00000104450"	"ENSG00000104450"	1.97339140631021e-05	0.000180526424902615	3	1	-0.533120498563263	1	1
"ENSG00000180979"	"ENSG00000180979"	7.24849555861578e-13	0.000180687073728522	3	1	-0.921372990748972	1	0.833333333333333
"ENSG00000056972"	"ENSG00000056972"	4.53904148758513e-05	0.000186185421534981	4	1	-0.444056174621601	1	1
"ENSG00000146674"	"ENSG00000146674"	2.4488435996545e-06	0.00019006807817519	5	1	0.231858032389492	1	1
"ENSG00000124570"	"ENSG00000124570"	7.12275753194597e-20	0.000191844586959353	5	1	0.361711151563461	1	1
"ENSG00000137764"	"ENSG00000137764"	3.05665520197688e-07	0.000198927202282865	4	1	-0.519999988074566	1	1
"ENSG00000139537"	"ENSG00000139537"	7.56989882565846e-12	0.000212047385666026	4	1	0.551868705791842	1	1
"ENSG00000170906"	"ENSG00000170906"	0.000101678709057235	0.000218441688299883	4	1	0.15448431662735	1	1
"ENSG00000115464"	"ENSG00000115464"	5.35413504061261e-07	0.000231017966896807	5	1	-0.443895570823795	1	0.833333333333333
"ENSG00000164104"	"ENSG00000164104"	0.00137537466067319	0.000235451972267729	3	2	0.276724523199172	1	1
"ENSG00000181090"	"ENSG00000181090"	4.053584307011e-07	0.000238718681195656	3	1	-0.758306524660469	1	0.833333333333333
"ENSG00000142867"	"ENSG00000142867"	0.00166639480338486	0.00024563519961743	3	2	-0.28760492854676	1	1
"ENSG00000115648"	"ENSG00000115648"	1.36043950607986e-05	0.000250385079374765	8	1	0.185388227010572	1	1
"ENSG00000079462"	"ENSG00000079462"	3.69897181612611e-07	0.000253637762690984	4	1	0.176723826409026	1	1
"ENSG00000115540"	"ENSG00000115540"	1.4945096736696e-12	0.000255115493470866	4	1	0.471912553244368	1	1
"ENSG00000144136"	"ENSG00000144136"	0.000181766555186435	0.000258505123699393	4	2	-0.275225894509699	1	1
"ENSG00000204344"	"ENSG00000204344"	2.18980674872636e-09	0.000276347667319269	3	1	0.357627139767008	1	1
"ENSG00000075539"	"ENSG00000075539"	1.50563658021557e-07	0.00028513906381196	4	1	-0.577910286978618	1	1
"ENSG00000115919"	"ENSG00000115919"	0.000208301240930989	0.000293386313488755	3	1	0.588257161608556	1	1
"ENSG00000158055"	"ENSG00000158055"	0.000365735661828297	0.000300083835176383	3	1	0.69288231438103	1	0.833333333333333
"ENSG00000157873"	"ENSG00000157873"	1.83040057839231e-14	0.000305702474030943	8	2	-0.27043175982876	1	1
"ENSG00000136240"	"ENSG00000136240"	2.4701151424296e-27	0.000305872499833626	4	1	0.581329676579232	1	1
"ENSG00000136802"	"ENSG00000136802"	1.35545477917058e-05	0.000323501414097746	3	1	0.392389549919331	1	1
"ENSG00000003402"	"ENSG00000003402"	2.64478857152659e-18	0.000347933394667359	6	1	0.307524145069194	1	1
"ENSG00000168036"	"ENSG00000168036"	4.38880188919866e-26	0.00036351867169641	9	1	-0.24696520521536	1	1
"ENSG00000154080"	"ENSG00000154080"	0.000169615872339478	0.000365252960212319	4	1	0.231271739876248	1	1
"ENSG00000099326"	"ENSG00000099326"	0.00409526721206438	0.000386664857711363	4	1	0.35269656780234	1	1
"ENSG00000117335"	"ENSG00000117335"	8.98576426339373e-22	0.000397884464212742	7	1	0.564682111987549	1	1
"ENSG00000198951"	"ENSG00000198951"	0.00108828879492094	0.000410322434859523	3	2	-0.485683841866951	1	1
"ENSG00000163520"	"ENSG00000163520"	1.99646256887824e-05	0.000417748959476753	3	1	-0.387106153721328	1	1
"ENSG00000117143"	"ENSG00000117143"	0.00241824787856877	0.000423473293660005	5	2	-0.287637653982542	1	1
"ENSG00000092330"	"ENSG00000092330"	0.00119680974361311	0.000429135446760652	5	2	-0.258396235673451	1	1
"ENSG00000078902"	"ENSG00000078902"	2.80661091873616e-08	0.00043133942228271	3	2	0.826731214380644	1	1
"ENSG00000112972"	"ENSG00000112972"	0.00146353078043231	0.000431618524115237	5	1	0.437166966849743	1	1
"ENSG00000008324"	"ENSG00000008324"	3.1633247299385e-11	0.000433995346825099	3	1	-0.2322662154321	1	1
"ENSG00000101181"	"ENSG00000101181"	0.000559636389514063	0.000440554262035659	4	1	-0.604009038150237	1	1
"ENSG00000128510"	"ENSG00000128510"	7.91713401265547e-37	0.000460795631386116	4	1	0.642208468496447	1	1
"ENSG00000198522"	"ENSG00000198522"	0.00269186644216208	0.000461197440011153	3	2	-0.324421119567945	1	1
"ENSG00000166181"	"ENSG00000166181"	8.7606039780038e-13	0.000470474926262984	5	2	-0.681896225171674	1	1
"ENSG00000204054"	"ENSG00000204054"	7.00481292147879e-13	0.000481441535105107	7	1	0.242336414477362	1	1
"ENSG00000205572"	"ENSG00000205572"	3.65446043394841e-05	0.000503632444431589	3	1	0.378272894149012	1	1
"ENSG00000126581"	"ENSG00000126581"	9.64282001151954e-18	0.000512727030817992	6	1	-0.373203883198855	1	1
"ENSG00000154001"	"ENSG00000154001"	1.47509997612616e-25	0.000525820329978824	5	1	0.976131732259348	1	0.666666666666667
"ENSG00000117602"	"ENSG00000117602"	4.25265709733499e-14	0.000528510853028221	4	1	-0.583475237734781	1	1
"ENSG00000118046"	"ENSG00000118046"	8.75476812723741e-06	0.000590651459420776	5	1	0.575073535366092	1	1
"ENSG00000164610"	"ENSG00000164610"	0.00372524496149638	0.000593928053879206	3	2	-0.275641358860221	1	1
"ENSG00000145687"	"ENSG00000145687"	7.41070277528954e-10	0.000602721105011717	6	2	-0.243254583283893	1	1
"ENSG00000068912"	"ENSG00000068912"	0.000219417191382876	0.000611849079837177	4	1	-0.551699575036123	1	1
"ENSG00000078061"	"ENSG00000078061"	0.00382588470568478	0.000630300076726693	3	2	0.32371090336908	1	1
"ENSG00000106617"	"ENSG00000106617"	3.52583036681212e-14	0.000642872370755682	6	1	-0.423030653639922	1	1
"ENSG00000130299"	"ENSG00000130299"	3.61519243488312e-08	0.000662641641231507	5	1	-0.443911679595249	1	1
"ENSG00000149196"	"ENSG00000149196"	1.41462577269345e-64	0.000680712019769397	3	1	0.761553604749496	1	1
"ENSG00000094755"	"ENSG00000094755"	9.45254451429614e-13	0.000703946000867609	5	1	0.277111620405219	1	1
"ENSG00000131051"	"ENSG00000131051"	3.46977204924878e-24	0.000704272469432783	9	1	0.380002315990355	1	1
"ENSG00000155287"	"ENSG00000155287"	6.39956976906204e-12	0.000743604523624146	5	1	-0.227228100690151	1	1
"ENSG00000166012"	"ENSG00000166012"	1.26635326786299e-18	0.000768207927237017	5	1	0.447368418307139	1	1
"ENSG00000100201"	"ENSG00000100201"	1.90966245668046e-07	0.00077108805234538	5	1	-0.261898387094038	1	1
"ENSG00000177981"	"ENSG00000177981"	0.00492724110048599	0.000777032843240201	3	2	0.397438140263595	1	1
"ENSG00000136830"	"ENSG00000136830"	3.79152805459514e-11	0.000786564643858836	4	1	-0.364935112309698	1	1
"ENSG00000185722"	"ENSG00000185722"	0.00119006948338163	0.000792097913029759	4	1	-0.664253663870976	1	0.833333333333333
"ENSG00000143321"	"ENSG00000143321"	6.91320366958203e-09	0.000802998272996299	6	1	0.308424375199021	1	1
"ENSG00000026025"	"ENSG00000026025"	1.82627986140723e-06	0.000821339375369426	3	1	-0.330924617051314	1	1
"ENSG00000143793"	"ENSG00000143793"	0.00506365846383866	0.000837967907567575	3	2	0.256450158031119	1	1
"ENSG00000011638"	"ENSG00000011638"	0.00103903291882922	0.000843902422524882	5	2	0.270329389365472	1	1
"ENSG00000048649"	"ENSG00000048649"	0.00079338101070253	0.000859190940215123	4	1	-0.72586003971141	0.833333333333333	0.666666666666667
"ENSG00000160111"	"ENSG00000160111"	0.00167352059140644	0.000865287638366614	3	1	0.57933371943367	1	1
"ENSG00000204256"	"ENSG00000204256"	1.40879649420486e-11	0.000865521684237731	6	1	-0.323404155684683	1	1
"ENSG00000157216"	"ENSG00000157216"	0.000153469451597964	0.00092567382037293	5	2	-0.34067128476475	1	1
"ENSG00000105698"	"ENSG00000105698"	4.82521008995022e-11	0.0009380489542065	5	1	-0.360257491034088	1	1
"ENSG00000147140"	"ENSG00000147140"	1.13407319160397e-07	0.000951794382959974	7	1	0.225870521794424	1	1
"ENSG00000205981"	"ENSG00000205981"	0.000120414779843216	0.00100904454028112	4	1	0.184681360707103	1	1
"ENSG00000164031"	"ENSG00000164031"	1.326126491452e-06	0.00103309103740198	3	1	-0.323816675438196	1	1
"ENSG00000166669"	"ENSG00000166669"	0.000896673213084595	0.00106033753494961	3	1	-0.194440176115568	1	1
"ENSG00000130396"	"ENSG00000130396"	5.50112942093117e-08	0.00106928520281294	3	1	0.92375461035606	1	0.833333333333333
"ENSG00000108669"	"ENSG00000108669"	2.7227706282047e-05	0.00107587652538437	6	1	0.451791609346126	1	1
"ENSG00000131446"	"ENSG00000131446"	4.39578465117428e-05	0.00108993610963828	4	1	0.267516124368849	1	1
"ENSG00000110328"	"ENSG00000110328"	1.57393009570758e-07	0.00121686480058057	3	1	0.333333295805256	1	1
"ENSG00000133328"	"ENSG00000133328"	0.00242185677796048	0.00122168585754232	3	1	-0.232854692520397	1	1
"ENSG00000126778"	"ENSG00000126778"	6.53609822351283e-07	0.00128231670639891	3	1	0.376703890068624	1	1
"ENSG00000135773"	"ENSG00000135773"	0.000631884640061044	0.00128518936985173	4	1	0.510393131055436	1	1
"ENSG00000198015"	"ENSG00000198015"	8.26954704085338e-06	0.00136186304294565	3	1	0.198729814350031	1	1
"ENSG00000104881"	"ENSG00000104881"	8.84207099932382e-14	0.00139386031725299	5	2	0.462654636321449	1	1
"ENSG00000167136"	"ENSG00000167136"	7.16490353182959e-21	0.00146364717145539	3	1	0.309562200352272	1	1
"ENSG00000225138"	"ENSG00000225138"	0.00483593233484761	0.0014656130878288	3	2	0.448624603215978	1	1
"ENSG00000189377"	"ENSG00000189377"	0.000422323366713361	0.00146968915914179	3	1	0.290713993428287	1	1
"ENSG00000171503"	"ENSG00000171503"	0.000654274507674047	0.00148088373094208	3	1	0.572973415026922	1	1
"ENSG00000213930"	"ENSG00000213930"	4.79563174019269e-05	0.00148727701889208	3	1	-0.725699338037688	1	1
"ENSG00000265190"	"ENSG00000265190"	2.47575349061715e-22	0.00151645294915267	6	1	-0.180316551652198	1	1
"ENSG00000163093"	"ENSG00000163093"	1.57291746469805e-08	0.00155911628980113	3	1	-0.57939621371428	1	1
"ENSG00000182670"	"ENSG00000182670"	1.12137911740226e-18	0.00156134430912418	8	1	-0.207995760718391	1	1
"ENSG00000187054"	"ENSG00000187054"	0.00129207461956668	0.00157754072785046	3	1	-0.400093767589912	1	1
"ENSG00000145916"	"ENSG00000145916"	0.00737820387010711	0.00160729467491354	3	2	0.266025862291141	1	1
"ENSG00000070731"	"ENSG00000070731"	1.04020221683243e-10	0.00164179410073967	6	1	-0.21910605194644	1	1
"ENSG00000065361"	"ENSG00000065361"	0.000527448349760352	0.00165791095118168	3	1	0.290985453839579	1	1
"ENSG00000126368"	"ENSG00000126368"	1.1682754376553e-10	0.00168623624002467	5	1	0.616652384820566	1	1
"ENSG00000107968"	"ENSG00000107968"	4.39337117168142e-12	0.00168736252937395	6	1	-0.329934785542977	1	1
"ENSG00000166823"	"ENSG00000166823"	3.68365744077787e-06	0.00172510966867174	3	1	-0.187078856665655	1	1
"ENSG00000103429"	"ENSG00000103429"	0.0184124183505323	0.00177696901164459	4	1	-0.281976424224876	1	1
"ENSG00000108946"	"ENSG00000108946"	6.06392026738401e-26	0.0018205847021744	7	1	0.436911885616067	1	1
